"","label","wallet_id","txs_count","balance","total_received","total_sent","total_life","addresses_count","avg_incoming_tx_per_address","total_incoming_tx","fraction_unique_addr_count","wallet_alias","Min_sent","Max_sent","Avg_sent","Total_sent","Stdev_sent","Var_sent","Min_received","Max_received","Avg_received","Total_received","Stdev_received","Var_received"
"31","exchange","00067fd1aaaf199d",82783,11.15607668,65680,17103,122908739,7585,16.5645352669743,125642,10.9140408701384,"Btc38.com",1e-08,23746.73084353,13.882352684,4725275.20661628,149.212974769835,22264.5118396635,0,23741.73074353,0.643043978,4725547.56831614,30.5654926304739,934.249339743557
"32","exchange","000093846f755643",35722,0,32090,3632,170319060,19810,1.74250378596668,34519,1.80323069156991,"TheRockTrading.com",1e-08,54243.51335758,11.040076201,2145020.56530057,197.674850603078,39075.3465609492,5.46e-06,54155.51281593,1.362189088,2144927.45757095,66.523921588044,4425.43214345222
"33","exchange","00055f5465da4e98",42982,2.449e-05,27616,15366,268822973,12847,2.88783373550245,37100,3.3456838172336,"TheRockTrading.com-old",1e-08,445812.53953101,10.181541969,1846137.55287889,1051.7469132992,1106171.56963439,1e-08,445441.75678701,0.645279279,1846040.12595267,264.449145408784,69933.3505074359
"34","exchange","203d9a1f0117d43d",34133,0.07016973,10858,23275,66727509,7,2186,15302,4876.14285714286,"SimpleCoin.cz",1e-08,22968.65628489,5.726106605,708531.25302942,145.359991122133,21129.5270190267,5.46e-06,22878.43743753,3.676392346,708440.8050489,115.685680590188,13383.1766936149
"35","exchange","d5119991874da20b",1465,0,751,714,23062907,1,751,751,1465,"SimpleCoin.cz-old",3.498e-05,3000,3.319265117,17439.41892683,49.7338235675852,2473.45320665169,6.53e-06,1682.25928647,4.379486526,17439.11534541,43.4444237489798,1887.41795488092
"36","exchange","7889e951562fa21c",5405,4.546e-05,2408,2997,199765454,8,302.5,2420,675.625,"SimpleCoin.cz-old2",1e-08,5000,5.009739064,83903.10985204,80.2360351480299,6437.82133627589,1e-08,4729.99280621,5.200974022,83902.11292048,70.6398141705086,4989.98334604399
"37","exchange","08afe17e4eacb0da",7823,0.00026793,2648,5175,157782975,4,662.25,2649,1955.75,"SimpleCoin.cz-old3",1e-08,2988.8267021,3.491083986,71616.09687855,45.6986975448956,2088.37095729984,6.92e-06,2964.04125494,4.066687162,71614.36091818,48.051042208657,2308.90265733814
"38","exchange","21b3735c4d7e349c",4484,0,1327,3157,49040256,12,155.25,1863,373.666666666667,"SimpleCoin.cz-old4",1e-08,2717.04691036,2.907441934,37125.12605838,38.0319658926625,1446.43042966065,6.24e-06,2586.47046944,3.790920984,37124.48919738,41.9404271724075,1758.99943140402
"39","exchange","084b057c0dc1d84b",12438,0,3222,9216,78858241,7,673.857142857143,4717,1776.85714285714,"SimpleCoin.cz-old5",1e-05,6000,4.449883005,116809.42886943,63.0205071686971,3971.5843237998,5.51e-06,2537.51072509,4.00771963,116804.98861652,49.768594593786,2476.91300784062
"40","exchange","0003e367d45d1423",63317,0.00041595,43362,19955,231629504,20481,2.75440652311899,56413,3.09149943850398,"FYBSG.com",1e-08,29412.85533013,9.86705339,2448489.56465088,193.313710120096,37370.1905203965,0,29299.53836984,0.510243467,2448404.29499705,41.8340605196622,1750.08861956276
