"","label","wallet_id","txs_count","balance","total_received","total_sent","total_life","addresses_count","avg_incoming_tx_per_address","total_incoming_tx","fraction_unique_addr_count","wallet_alias","Min_sent","Max_sent","Avg_sent","Total_sent","Stdev_sent","Var_sent","Min_received","Max_received","Avg_received","Total_received","Stdev_received","Var_received"
"390","Unclassified","e30679f8815f5f8e",1,50,1,0,0,1,1,1,1,"e30679f8815f5f8e",0,0,0,0,0,0,50,50,50,50,0,0
"391","Unclassified","cecb30604c996946",1,50,1,0,0,1,1,1,1,"cecb30604c996946",0,0,0,0,0,0,50,50,50,50,0,0
"392","Unclassified","0c1e43b909876a6a",1,50,1,0,0,1,1,1,1,"0c1e43b909876a6a",0,0,0,0,0,0,50,50,50,50,0,0
"393","Unclassified","033868f3dfbea558",87,0,86,1,89220196,86,1,86,1.01162790697674,"033868f3dfbea558",0.01,50,49.212755906,6250.02,0,0,0.01,4250,117.977752809,10500.02,488.92543626711,239048.082228984
"394","Unclassified","2b2a1ee1c5ced459",1,50,1,0,0,1,1,1,1,"2b2a1ee1c5ced459",0,0,0,0,0,0,50,50,50,50,0,0
"395","Unclassified","3c6f126fccd9a153",1,50,1,0,0,1,1,1,1,"3c6f126fccd9a153",0,0,0,0,0,0,50,50,50,50,0,0
"396","Unclassified","88c5072906923543",1,50,1,0,0,1,1,1,1,"88c5072906923543",0,0,0,0,0,0,50,50,50,50,0,0
"397","Unclassified","abde4d34b14f9d1d",1,50,1,0,0,1,1,1,1,"abde4d34b14f9d1d",0,0,0,0,0,0,50,50,50,50,0,0
"398","Unclassified","09bc670e606b2172",22,0,21,1,69423440,21,1,21,1.04761904761905,"09bc670e606b2172",0.05,50,45.459090909,1000.1,0,0,0.05,1000,86.960869565,2000.1,199.552860367943,39821.3440810277
"399","Unclassified","104a40bef84bd0ef",1,50,1,0,0,1,1,1,1,"104a40bef84bd0ef",0,0,0,0,0,0,50,50,50,50,0,0
"400","Unclassified","530e27634a996012",1,50,1,0,0,1,1,1,1,"530e27634a996012",0,0,0,0,0,0,50,50,50,50,0,0
"401","Unclassified","da52e0fd95ff1a41",1,50,1,0,0,1,1,1,1,"da52e0fd95ff1a41",0,0,0,0,0,0,50,50,50,50,0,0
"402","Unclassified","3b30d8823462ba40",1,50,1,0,0,1,1,1,1,"3b30d8823462ba40",0,0,0,0,0,0,50,50,50,50,0,0
"403","Unclassified","e5cd6956d579b11a",1,50,1,0,0,1,1,1,1,"e5cd6956d579b11a",0,0,0,0,0,0,50,50,50,50,0,0
"404","Unclassified","50849c06753cfdf2",1,50,1,0,0,1,1,1,1,"50849c06753cfdf2",0,0,0,0,0,0,50,50,50,50,0,0
"405","Unclassified","5d2dfd09dc4544c6",2,0,1,1,47508472,1,1,1,2,"5d2dfd09dc4544c6",50,50,50,50,0,0,0.9,50,33.333333333,100,0,0
"406","Unclassified","0039677346ae5f77",502,0.001,501,1,98034584,500,1.002,501,1.004,"0039677346ae5f77",0.1715,50,49.900541916,25000.1715,0,0,0.001,25000,86.356079447,50000.17,1037.30768539038,1076007.23416994
"407","Unclassified","4a9cae6a39fcab7c",1,50,1,0,0,1,1,1,1,"4a9cae6a39fcab7c",0,0,0,0,0,0,50,50,50,50,0,0
"408","Unclassified","d95d2f609b790803",1,50,1,0,0,1,1,1,1,"d95d2f609b790803",0,0,0,0,0,0,50,50,50,50,0,0
"409","Unclassified","9c87f2b54d8e6994",2,50.0001,2,0,189509957,1,2,2,2,"9c87f2b54d8e6994",0,0,0,0,0,0,1e-04,50,0.3856142,50.12984596,4.38521381003685,19.2301001597379
"410","Unclassified","951d62d7f4d2017a",1,50,1,0,0,1,1,1,1,"951d62d7f4d2017a",0,0,0,0,0,0,50,50,50,50,0,0
"411","Unclassified","ad830e6b9340f99e",1,50,1,0,0,1,1,1,1,"ad830e6b9340f99e",0,0,0,0,0,0,50,50,50,50,0,0
"412","Unclassified","ce5fd05d6765730b",1,50,1,0,0,1,1,1,1,"ce5fd05d6765730b",0,0,0,0,0,0,50,50,50,50,0,0
"413","Unclassified","14c31c1a743872f4",4,0,2,2,92559839,2,1,2,2,"14c31c1a743872f4",29.5,50,43.166666667,129.5,11.8356805183873,140.083333333333,4.5,75,38.166666667,229,25.2005290949747,635.066666666667
"414","Unclassified","6dbe40e77d5ee767",1,50,1,0,0,1,1,1,1,"6dbe40e77d5ee767",0,0,0,0,0,0,50,50,50,50,0,0
"415","Unclassified","bef8eac17a443dbe",2,50.0001,2,0,212390011,1,2,2,2,"bef8eac17a443dbe",0,0,0,0,0,0,1e-04,50,2.390802189,50.20684596,10.9087289952452,119.000368291704
"416","Unclassified","b60b9629527ae2d4",1,50,1,0,0,1,1,1,1,"b60b9629527ae2d4",0,0,0,0,0,0,50,50,50,50,0,0
"417","Unclassified","7023abefd8c852ea",1,50,1,0,0,1,1,1,1,"7023abefd8c852ea",0,0,0,0,0,0,50,50,50,50,0,0
"418","Unclassified","b3d124bc0cd54ad9",1,50,1,0,0,1,1,1,1,"b3d124bc0cd54ad9",0,0,0,0,0,0,50,50,50,50,0,0
"419","Unclassified","daa5334168b62996",1,50,1,0,0,1,1,1,1,"daa5334168b62996",0,0,0,0,0,0,50,50,50,50,0,0
"420","Unclassified","1dfbd0296a13f4c0",1,50,1,0,0,1,1,1,1,"1dfbd0296a13f4c0",0,0,0,0,0,0,50,50,50,50,0,0
"421","Unclassified","b5a8ab73435c2ba3",1,50,1,0,0,1,1,1,1,"b5a8ab73435c2ba3",0,0,0,0,0,0,50,50,50,50,0,0
"422","Unclassified","83265803d284bf3d",1,50,1,0,0,1,1,1,1,"83265803d284bf3d",0,0,0,0,0,0,50,50,50,50,0,0
"423","Unclassified","24c764e24d8d6352",1,50,1,0,0,1,1,1,1,"24c764e24d8d6352",0,0,0,0,0,0,50,50,50,50,0,0
"424","Unclassified","9a72cb6c818276fb",1,50,1,0,0,1,1,1,1,"9a72cb6c818276fb",0,0,0,0,0,0,50,50,50,50,0,0
"425","Unclassified","1b9e81aec273b96d",42,0,41,1,86405620,41,1,41,1.02439024390244,"1b9e81aec273b96d",0.01,50,48.780731707,4000.02,0,0,0.01,2000,136.364090909,6000.02,411.514862470407,169344.482034038
"426","Unclassified","5f570254b4a0372b",1,50,1,0,0,1,1,1,1,"5f570254b4a0372b",0,0,0,0,0,0,50,50,50,50,0,0
"427","Unclassified","7dd591a8f046042b",1,50,1,0,0,1,1,1,1,"7dd591a8f046042b",0,0,0,0,0,0,50,50,50,50,0,0
"428","Unclassified","fb43d49d1209d406",1,50,1,0,0,1,1,1,1,"fb43d49d1209d406",0,0,0,0,0,0,50,50,50,50,0,0
"429","Unclassified","c59c46fe635f3d9e",1,50,1,0,0,1,1,1,1,"c59c46fe635f3d9e",0,0,0,0,0,0,50,50,50,50,0,0
"430","Unclassified","076e28026482af9e",32,0,31,1,85155468,31,1,31,1.03225806451613,"076e28026482af9e",0.01,50,48.387419355,3000.02,0,0,0.01,1500,132.353529412,4500.02,347.257937090017,120588.074872014
"431","Unclassified","2c8368b442efbb9f",1,50,1,0,0,1,1,1,1,"2c8368b442efbb9f",0,0,0,0,0,0,50,50,50,50,0,0
"432","Unclassified","a5f929b3f054917a",1,50,1,0,0,1,1,1,1,"a5f929b3f054917a",0,0,0,0,0,0,50,50,50,50,0,0
"433","Unclassified","724ef3bf8dd3ef1d",1,50,1,0,0,1,1,1,1,"724ef3bf8dd3ef1d",0,0,0,0,0,0,50,50,50,50,0,0
"434","Unclassified","eb143f4f82ef936f",2,50.0001,2,0,207657263,1,2,2,2,"eb143f4f82ef936f",0,0,0,0,0,0,1e-04,50,0.329581223,50.09634596,4.0554891292317,16.4469920773165
"435","Unclassified","a8ff744978bb417f",1,50,1,0,0,1,1,1,1,"a8ff744978bb417f",0,0,0,0,0,0,50,50,50,50,0,0
"436","Unclassified","b1be714322412256",2,50.00001121,2,0,325928253,1,2,2,2,"b1be714322412256",0,0,0,0,0,0,5.6e-06,50,12.50003018,50.00012072,24.999979880048,624.998994002804
"437","Unclassified","c22845554eb43d1d",1,50,1,0,0,1,1,1,1,"c22845554eb43d1d",0,0,0,0,0,0,50,50,50,50,0,0
"438","Unclassified","d018012740c35890",1,50,1,0,0,1,1,1,1,"d018012740c35890",0,0,0,0,0,0,50,50,50,50,0,0
"439","Unclassified","699dcecf3ecdebe1",1,50,1,0,0,1,1,1,1,"699dcecf3ecdebe1",0,0,0,0,0,0,50,50,50,50,0,0
"440","Unclassified","5ee6d64406e0ab07",1,50,1,0,0,1,1,1,1,"5ee6d64406e0ab07",0,0,0,0,0,0,50,50,50,50,0,0
"441","Unclassified","48d819b5c31c2c3d",1,50,1,0,0,1,1,1,1,"48d819b5c31c2c3d",0,0,0,0,0,0,50,50,50,50,0,0
"442","Unclassified","eea083874d076573",1,50,1,0,0,1,1,1,1,"eea083874d076573",0,0,0,0,0,0,50,50,50,50,0,0
"443","Unclassified","0470dab341c47ec1",22,0,21,1,52032700,21,1,21,1.04761904761905,"0470dab341c47ec1",25,50,48.80952381,2050,0,0,25,1000,127.083333333,3050,268.946886087629,72332.4275362319
"444","Unclassified","49385ab642323ec4",1,50,1,0,0,1,1,1,1,"49385ab642323ec4",0,0,0,0,0,0,50,50,50,50,0,0
"445","Unclassified","3e3452140d100e46",1,50,1,0,0,1,1,1,1,"3e3452140d100e46",0,0,0,0,0,0,50,50,50,50,0,0
"446","Unclassified","b260f1a4d88c4a88",2,50.0001,2,0,209696443,1,2,2,2,"b260f1a4d88c4a88",0,0,0,0,0,0,1e-04,50,0.329581223,50.09634596,4.0554891292317,16.4469920773165
"447","Unclassified","6dffdb11a0bac4ec",1,50,1,0,0,1,1,1,1,"6dffdb11a0bac4ec",0,0,0,0,0,0,50,50,50,50,0,0
"448","Unclassified","8bd6987ad8fd7746",1,50,1,0,0,1,1,1,1,"8bd6987ad8fd7746",0,0,0,0,0,0,50,50,50,50,0,0
"449","Unclassified","edf59e54f7877115",1,50,1,0,0,1,1,1,1,"edf59e54f7877115",0,0,0,0,0,0,50,50,50,50,0,0
"450","Unclassified","f8771ed189a9c467",1,50,1,0,0,1,1,1,1,"f8771ed189a9c467",0,0,0,0,0,0,50,50,50,50,0,0
"451","Unclassified","6c5e3b4c3df99910",1,50,1,0,0,1,1,1,1,"6c5e3b4c3df99910",0,0,0,0,0,0,50,50,50,50,0,0
"452","Unclassified","90cc553574e84965",1,50,1,0,0,1,1,1,1,"90cc553574e84965",0,0,0,0,0,0,50,50,50,50,0,0
"453","Unclassified","9d9d28962d0ee676",1,50,1,0,0,1,1,1,1,"9d9d28962d0ee676",0,0,0,0,0,0,50,50,50,50,0,0
"454","Unclassified","9b1e048706b955eb",1,50,1,0,0,1,1,1,1,"9b1e048706b955eb",0,0,0,0,0,0,50,50,50,50,0,0
"455","Unclassified","78e2cbdfa35cb877",1,50,1,0,0,1,1,1,1,"78e2cbdfa35cb877",0,0,0,0,0,0,50,50,50,50,0,0
"456","Unclassified","feb9bd791fcd4af9",1,50,1,0,0,1,1,1,1,"feb9bd791fcd4af9",0,0,0,0,0,0,50,50,50,50,0,0
"457","Unclassified","d62219dd5cb1b448",1,50,1,0,0,1,1,1,1,"d62219dd5cb1b448",0,0,0,0,0,0,50,50,50,50,0,0
"458","Unclassified","286576e315e288dc",1,50,1,0,0,1,1,1,1,"286576e315e288dc",0,0,0,0,0,0,50,50,50,50,0,0
"459","Unclassified","00b512d45f4820e5",1,50,1,0,0,1,1,1,1,"00b512d45f4820e5",0,0,0,0,0,0,50,50,50,50,0,0
"460","Unclassified","01864e20923caaca",87,0,86,1,90920575,86,1,86,1.01162790697674,"01864e20923caaca",0.01,50,49.212755906,6250.02,0,0,0.01,4250,117.977752809,10500.02,488.92543626711,239048.082228984
"461","Unclassified","f3957124863270ae",1,50,1,0,0,1,1,1,1,"f3957124863270ae",0,0,0,0,0,0,50,50,50,50,0,0
"462","Unclassified","010790df2f5d0160",1,50,1,0,0,1,1,1,1,"010790df2f5d0160",0,0,0,0,0,0,50,50,50,50,0,0
"463","Unclassified","28110a25a79e207a",1,50,1,0,0,1,1,1,1,"28110a25a79e207a",0,0,0,0,0,0,50,50,50,50,0,0
"464","Unclassified","1cfefe45fee9c975",1,50,1,0,0,1,1,1,1,"1cfefe45fee9c975",0,0,0,0,0,0,50,50,50,50,0,0
"465","Unclassified","0db65045e22d9a23",1,50,1,0,0,1,1,1,1,"0db65045e22d9a23",0,0,0,0,0,0,50,50,50,50,0,0
"466","Unclassified","fe86c02732b4a385",1,50,1,0,0,1,1,1,1,"fe86c02732b4a385",0,0,0,0,0,0,50,50,50,50,0,0
"467","Unclassified","0117e11bb8c17b53",52,0,51,1,65624851,51,1,51,1.01960784313725,"0117e11bb8c17b53",50,50,50,2550,0,0,50,2500,96.226415094,5100,336.533381674288,113254.716981132
"468","Unclassified","22f1accafd16c888",1,50,1,0,0,1,1,1,1,"22f1accafd16c888",0,0,0,0,0,0,50,50,50,50,0,0
"469","Unclassified","b32be7168dd31538",1,50,1,0,0,1,1,1,1,"b32be7168dd31538",0,0,0,0,0,0,50,50,50,50,0,0
"470","Unclassified","44638b6516326a01",1,50,1,0,0,1,1,1,1,"44638b6516326a01",0,0,0,0,0,0,50,50,50,50,0,0
"471","Unclassified","e5776e07bbb21b2c",1,50,1,0,0,1,1,1,1,"e5776e07bbb21b2c",0,0,0,0,0,0,50,50,50,50,0,0
"472","Unclassified","2ce2d0e8e87bc4f0",1,50,1,0,0,1,1,1,1,"2ce2d0e8e87bc4f0",0,0,0,0,0,0,50,50,50,50,0,0
"473","Unclassified","1fa17a18d2a5ea42",1,50,1,0,0,1,1,1,1,"1fa17a18d2a5ea42",0,0,0,0,0,0,50,50,50,50,0,0
"474","Unclassified","1fe6c4669df5de36",1,50,1,0,0,1,1,1,1,"1fe6c4669df5de36",0,0,0,0,0,0,50,50,50,50,0,0
"475","Unclassified","91cd56b34928ea0a",1,50,1,0,0,1,1,1,1,"91cd56b34928ea0a",0,0,0,0,0,0,50,50,50,50,0,0
"476","Unclassified","3ffd225089aa3981",1,50,1,0,0,1,1,1,1,"3ffd225089aa3981",0,0,0,0,0,0,50,50,50,50,0,0
"477","Unclassified","0cf6420b1fe80dc0",1,50,1,0,0,1,1,1,1,"0cf6420b1fe80dc0",0,0,0,0,0,0,50,50,50,50,0,0
"478","Unclassified","ba3b8a70884860c1",1,50,1,0,0,1,1,1,1,"ba3b8a70884860c1",0,0,0,0,0,0,50,50,50,50,0,0
"479","Unclassified","b6549c4540c6805a",1,50,1,0,0,1,1,1,1,"b6549c4540c6805a",0,0,0,0,0,0,50,50,50,50,0,0
"480","Unclassified","cac6ea12581ac635",1,50,1,0,0,1,1,1,1,"cac6ea12581ac635",0,0,0,0,0,0,50,50,50,50,0,0
"481","Unclassified","0a214ab454dcfc38",1,50,1,0,0,1,1,1,1,"0a214ab454dcfc38",0,0,0,0,0,0,50,50,50,50,0,0
"482","Unclassified","0cec4534f647d266",31,0,30,1,84009569,30,1,30,1.03333333333333,"0cec4534f647d266",50,50,50,1500,0,0,42.509,1457.491,93.75,3000,248.85784452056,61930.2267794194
"483","Unclassified","edc4fd264c522ae2",1,50,1,0,0,1,1,1,1,"edc4fd264c522ae2",0,0,0,0,0,0,50,50,50,50,0,0
"484","Unclassified","0313451e71ac368b",87,0,86,1,91193447,86,1,86,1.01162790697674,"0313451e71ac368b",0.01,50,49.212755906,6250.02,0,0,0.01,4250,117.977752809,10500.02,488.92543626711,239048.082228984
"485","Unclassified","d59ea1240a56e2ee",1,50,1,0,0,1,1,1,1,"d59ea1240a56e2ee",0,0,0,0,0,0,50,50,50,50,0,0
"486","Unclassified","7b9515cfd9c3e9cc",1,50,1,0,0,1,1,1,1,"7b9515cfd9c3e9cc",0,0,0,0,0,0,50,50,50,50,0,0
"487","Unclassified","e0047c16ec241320",2,50.0001,2,0,189547713,1,2,2,2,"e0047c16ec241320",0,0,0,0,0,0,1e-04,50,0.3856142,50.12984596,4.38521381003685,19.2301001597379
"488","Unclassified","af5e70ad609c8e6f",1,50,1,0,0,1,1,1,1,"af5e70ad609c8e6f",0,0,0,0,0,0,50,50,50,50,0,0
"489","Unclassified","8bc2161871857c49",1,50,1,0,0,1,1,1,1,"8bc2161871857c49",0,0,0,0,0,0,50,50,50,50,0,0
"490","Unclassified","9b653cddd1181f5c",1,50,1,0,0,1,1,1,1,"9b653cddd1181f5c",0,0,0,0,0,0,50,50,50,50,0,0
"491","Unclassified","aaf3911e7eef3f34",1,50,1,0,0,1,1,1,1,"aaf3911e7eef3f34",0,0,0,0,0,0,50,50,50,50,0,0
"492","Unclassified","0a8c70d20739910f",87,0,86,1,89005242,86,1,86,1.01162790697674,"0a8c70d20739910f",0.01,50,49.41872093,8500.02,0,0,0.01,4250,143.258651685,12750.02,626.234683409486,392169.87870498
"493","Unclassified","9101ddaa2a2dfdc4",1,50,1,0,0,1,1,1,1,"9101ddaa2a2dfdc4",0,0,0,0,0,0,50,50,50,50,0,0
"494","Unclassified","080f3513d425114e",1,50,1,0,0,1,1,1,1,"080f3513d425114e",0,0,0,0,0,0,50,50,50,50,0,0
"495","Unclassified","ba51d5ab5a7742e1",1,50,1,0,0,1,1,1,1,"ba51d5ab5a7742e1",0,0,0,0,0,0,50,50,50,50,0,0
"496","Unclassified","913c75ae9ab1f19d",1,50,1,0,0,1,1,1,1,"913c75ae9ab1f19d",0,0,0,0,0,0,50,50,50,50,0,0
"497","Unclassified","c40de2937695935e",1,50,1,0,0,1,1,1,1,"c40de2937695935e",0,0,0,0,0,0,50,50,50,50,0,0
"498","Unclassified","49799f6f7b101d6e",1,50,1,0,0,1,1,1,1,"49799f6f7b101d6e",0,0,0,0,0,0,50,50,50,50,0,0
"499","Unclassified","000c6fc458997212",1,50,1,0,0,1,1,1,1,"000c6fc458997212",0,0,0,0,0,0,50,50,50,50,0,0
"500","Unclassified","a92f834a00daa986",1,50,1,0,0,1,1,1,1,"a92f834a00daa986",0,0,0,0,0,0,50,50,50,50,0,0
"501","Unclassified","09c89ec0de1c528c",10,0,9,1,41825230,9,1,9,1.11111111111111,"09c89ec0de1c528c",50,50,50,450,0,0,20.13,429.87,81.818181818,900,115.783016960017,13405.7070163636
"502","Unclassified","595731f01c9809ab",1,50,1,0,0,1,1,1,1,"595731f01c9809ab",0,0,0,0,0,0,50,50,50,50,0,0
"503","Unclassified","de92b27c805a33ff",1,50,1,0,0,1,1,1,1,"de92b27c805a33ff",0,0,0,0,0,0,50,50,50,50,0,0
"504","Unclassified","255ffb717a69d04d",1,50,1,0,0,1,1,1,1,"255ffb717a69d04d",0,0,0,0,0,0,50,50,50,50,0,0
"505","Unclassified","5a7b8c00290e5e49",1,50,1,0,0,1,1,1,1,"5a7b8c00290e5e49",0,0,0,0,0,0,50,50,50,50,0,0
"506","Unclassified","0b28b8c7071b7629",19,0,18,1,55757922,18,1,18,1.05555555555556,"0b28b8c7071b7629",25,200,53.571428571,2250,0,0,25,1000,145.238095238,3050,286.205678623242,81913.6904761905
"507","Unclassified","b504c10c3fc8b1f6",1,50,1,0,0,1,1,1,1,"b504c10c3fc8b1f6",0,0,0,0,0,0,50,50,50,50,0,0
"508","Unclassified","cde8c6ca7079a3e2",1,50,1,0,0,1,1,1,1,"cde8c6ca7079a3e2",0,0,0,0,0,0,50,50,50,50,0,0
"509","Unclassified","e66612deee01f153",1,50,1,0,0,1,1,1,1,"e66612deee01f153",0,0,0,0,0,0,50,50,50,50,0,0
"510","Unclassified","09b8331e14acf756",21,0,20,1,17411768,20,1,20,1.05,"09b8331e14acf756",50,50,50,1000,0,0,50,1000,95.238095238,2000,207.306995724193,42976.1904761905
"511","Unclassified","29b5a85ec03195d9",1,50,1,0,0,1,1,1,1,"29b5a85ec03195d9",0,0,0,0,0,0,50,50,50,50,0,0
"512","Unclassified","6c0f3ae5b1547768",1,50,1,0,0,1,1,1,1,"6c0f3ae5b1547768",0,0,0,0,0,0,50,50,50,50,0,0
"513","Unclassified","836c1e3a38e58f8c",1,50,1,0,0,1,1,1,1,"836c1e3a38e58f8c",0,0,0,0,0,0,50,50,50,50,0,0
"514","Unclassified","7ef491502bf62049",1,50,1,0,0,1,1,1,1,"7ef491502bf62049",0,0,0,0,0,0,50,50,50,50,0,0
"515","Unclassified","3f8dce9a5b82bfa5",2,50.0001,2,0,204955702,1,2,2,2,"3f8dce9a5b82bfa5",0,0,0,0,0,0,1e-04,50,0.329108256,50.02445492,4.0555224631178,16.447262448853
"516","Unclassified","6962511e7ab08449",1,50,1,0,0,1,1,1,1,"6962511e7ab08449",0,0,0,0,0,0,50,50,50,50,0,0
"517","Unclassified","0229b2ca8ae71367",2,50.0001,2,0,206697543,1,2,2,2,"0229b2ca8ae71367",0,0,0,0,0,0,1e-04,50,0.329581223,50.09634596,4.0554891292317,16.4469920773165
"518","Unclassified","05aacfa8bb2b47df",62,0,61,1,87797106,61,1,61,1.01639344262295,"05aacfa8bb2b47df",0.01,50,49.019803922,5000.02,0,0,0.01,3000,125.0003125,8000.02,439.154942469214,192857.063495139
"519","Unclassified","aea14359ca18f25e",2,0,1,1,101299249,1,1,1,2,"aea14359ca18f25e",50,50,50,50,0,0,50,50,50,100,0,0
"520","Unclassified","490d4ee96077a50e",1,50,1,0,0,1,1,1,1,"490d4ee96077a50e",0,0,0,0,0,0,50,50,50,50,0,0
"521","Unclassified","8b366e4b1c08e9a6",1,50,1,0,0,1,1,1,1,"8b366e4b1c08e9a6",0,0,0,0,0,0,50,50,50,50,0,0
"522","Unclassified","a3f393e19d44e57f",1,50,1,0,0,1,1,1,1,"a3f393e19d44e57f",0,0,0,0,0,0,50,50,50,50,0,0
"523","Unclassified","612bb67caa691952",1,50,1,0,0,1,1,1,1,"612bb67caa691952",0,0,0,0,0,0,50,50,50,50,0,0
"524","Unclassified","a78e3d39a788131e",1,50,1,0,0,1,1,1,1,"a78e3d39a788131e",0,0,0,0,0,0,50,50,50,50,0,0
"525","Unclassified","e25db9f7fe03953a",1,50,1,0,0,1,1,1,1,"e25db9f7fe03953a",0,0,0,0,0,0,50,50,50,50,0,0
"526","Unclassified","957753f02fdef7a8",1,50,1,0,0,1,1,1,1,"957753f02fdef7a8",0,0,0,0,0,0,50,50,50,50,0,0
"527","Unclassified","d092efb4bf7614fc",1,50,1,0,0,1,1,1,1,"d092efb4bf7614fc",0,0,0,0,0,0,50,50,50,50,0,0
"528","Unclassified","43d170652fea6835",1,50,1,0,0,1,1,1,1,"43d170652fea6835",0,0,0,0,0,0,50,50,50,50,0,0
"529","Unclassified","767b586973295d41",1,50,1,0,0,1,1,1,1,"767b586973295d41",0,0,0,0,0,0,50,50,50,50,0,0
"530","Unclassified","13c2b04e846578da",1,50,1,0,0,1,1,1,1,"13c2b04e846578da",0,0,0,0,0,0,50,50,50,50,0,0
"531","Unclassified","6c1a4e75f6bc597f",1,50,1,0,0,1,1,1,1,"6c1a4e75f6bc597f",0,0,0,0,0,0,50,50,50,50,0,0
"532","Unclassified","3f07df25e97168ee",1,50,1,0,0,1,1,1,1,"3f07df25e97168ee",0,0,0,0,0,0,50,50,50,50,0,0
"533","Unclassified","aeb2987886df5ed8",1,50,1,0,0,1,1,1,1,"aeb2987886df5ed8",0,0,0,0,0,0,50,50,50,50,0,0
"534","Unclassified","fa5a5e213f189518",1,50,1,0,0,1,1,1,1,"fa5a5e213f189518",0,0,0,0,0,0,50,50,50,50,0,0
"535","Unclassified","1421699e6de23a80",1,50,1,0,0,1,1,1,1,"1421699e6de23a80",0,0,0,0,0,0,50,50,50,50,0,0
"536","Unclassified","de1074cd8b56a18b",1,50,1,0,0,1,1,1,1,"de1074cd8b56a18b",0,0,0,0,0,0,50,50,50,50,0,0
"537","Unclassified","bccf5112c3611642",1,50,1,0,0,1,1,1,1,"bccf5112c3611642",0,0,0,0,0,0,50,50,50,50,0,0
"538","Unclassified","c1d490a86d105260",1,50,1,0,0,1,1,1,1,"c1d490a86d105260",0,0,0,0,0,0,50,50,50,50,0,0
"539","Unclassified","2eb4b1116722fa13",1,50,1,0,0,1,1,1,1,"2eb4b1116722fa13",0,0,0,0,0,0,50,50,50,50,0,0
"540","Unclassified","157f1842e6ff3b85",1,50,1,0,0,1,1,1,1,"157f1842e6ff3b85",0,0,0,0,0,0,50,50,50,50,0,0
"541","Unclassified","d3e058dc9fab72ef",2,50.00000588,2,0,319677120,1,2,2,2,"d3e058dc9fab72ef",0,0,0,0,0,0,5.88e-06,50,1.086966741,50.00047008,7.37209626759564,54.3478033786976
"542","Unclassified","b27a4c9288dc8761",1,50,1,0,0,1,1,1,1,"b27a4c9288dc8761",0,0,0,0,0,0,50,50,50,50,0,0
"543","Unclassified","6a1746ddf0a42050",1,50,1,0,0,1,1,1,1,"6a1746ddf0a42050",0,0,0,0,0,0,50,50,50,50,0,0
"544","Unclassified","884ba99dd5d64753",1,50,1,0,0,1,1,1,1,"884ba99dd5d64753",0,0,0,0,0,0,50,50,50,50,0,0
"545","Unclassified","a9d9a1d85b98f486",1,50,1,0,0,1,1,1,1,"a9d9a1d85b98f486",0,0,0,0,0,0,50,50,50,50,0,0
"546","Unclassified","03dd5204dc445485",1,50,1,0,0,1,1,1,1,"03dd5204dc445485",0,0,0,0,0,0,50,50,50,50,0,0
"547","Unclassified","0b477a9c1c85e985",42,0,41,1,90062134,41,1,41,1.02439024390244,"0b477a9c1c85e985",0.01,50,49.212755906,6250.02,0,0,0.01,4250,187.500454545,8250.02,692.410979925014,479432.965120719
"548","Unclassified","7ef58250112a7a3e",1,50,1,0,0,1,1,1,1,"7ef58250112a7a3e",0,0,0,0,0,0,50,50,50,50,0,0
"549","Unclassified","9776a0e745b1f16a",1,50,1,0,0,1,1,1,1,"9776a0e745b1f16a",0,0,0,0,0,0,50,50,50,50,0,0
"550","Unclassified","048e614f42aa8f45",1,50,1,0,0,1,1,1,1,"048e614f42aa8f45",0,0,0,0,0,0,50,50,50,50,0,0
"551","Unclassified","bd62a858eee7c2d7",1,50,1,0,0,1,1,1,1,"bd62a858eee7c2d7",0,0,0,0,0,0,50,50,50,50,0,0
"552","Unclassified","0565768a39e35c32",42,0,41,1,76150023,41,1,41,1.02439024390244,"0565768a39e35c32",50,50,50,2050,0,0,49.95,2000,95.347674419,4099.95,297.372393792196,88430.340589701
"553","Unclassified","c4cf63f97230ca3c",1,50,1,0,0,1,1,1,1,"c4cf63f97230ca3c",0,0,0,0,0,0,50,50,50,50,0,0
"554","Unclassified","6bbde5e6d8bae8cc",1,50,1,0,0,1,1,1,1,"6bbde5e6d8bae8cc",0,0,0,0,0,0,50,50,50,50,0,0
"555","Unclassified","e70aa867d33823dd",1,50,1,0,0,1,1,1,1,"e70aa867d33823dd",0,0,0,0,0,0,50,50,50,50,0,0
"556","Unclassified","7511dbcef0325da1",1,50,1,0,0,1,1,1,1,"7511dbcef0325da1",0,0,0,0,0,0,50,50,50,50,0,0
"557","Unclassified","95e4a929615d9efa",1,50,1,0,0,1,1,1,1,"95e4a929615d9efa",0,0,0,0,0,0,50,50,50,50,0,0
"558","Unclassified","c743f93394ced61c",1,50,1,0,0,1,1,1,1,"c743f93394ced61c",0,0,0,0,0,0,50,50,50,50,0,0
"559","Unclassified","60cab2741c6b10e9",1,50,1,0,0,1,1,1,1,"60cab2741c6b10e9",0,0,0,0,0,0,50,50,50,50,0,0
"560","Unclassified","52c6199398be0ea9",3,0,2,1,59023543,2,1,2,1.5,"52c6199398be0ea9",50,50,50,100,0,0,50,100,66.666666667,200,28.8675134594813,833.333333333333
"561","Unclassified","00dcefb340a085ad",201,0,200,1,4783478,200,1,200,1.005,"00dcefb340a085ad",50,50,50,10000,0,0,50,10000,99.502487562,20000,701.818887779305,492549.751243781
