,Address,Total_Rec,Total_Sent,Balance,N_TX,N_Rec,N_Sent,Avg_Rec,Min_Rec,Max_Rec,Avg_Sent,Min_Sent,Max_Sent,Time_Between_FirstLast,Avg_Delta_Rec,Min_Delta_Rec,Max_Delta_Rec,Avg_Delta_Sent,Min_Delta_Sent,Max_Delta_Sent,Unique_Rec,Unique_Sent,Month,Class
840,bc1qc8htp4pzfju959f6nu9fzjffnpu45y23vdfa6a,537086966,537086966,0,346,70,72,693744.9285714285,27260,4520979,692198.2222222222,27260,4520979,12494317,181075.27536231885,37,1358371,175976.29577464788,0,1248887,38,196,,0
841,bc1qlsn36xgc4mg8z2taddvy5xfata29g99zsz453w,260722130,260721567,563,99,58,57,4495209.137931035,563,32485000,4574062.578947368,5183,32485000,12263111,214936.1754385965,345,2148826,218963.82142857142,0,2768662,67,1571,,1
842,1Psc3SGUnGTdQkeSooQoczPkQBVoCjzEj6,4620000,4620000,0,2,1,1,4620000.0,4620000,4620000,4620000.0,4620000,4620000,5805,0.0,0,0,0.0,0,0,1,3,,1
843,1MyzFP3fQ46LCqopYBLVDggcVqr8vkUaTX,1269509,1269509,0,2,1,1,1269509.0,1269509,1269509,1269509.0,1269509,1269509,88895,0.0,0,0,0.0,0,0,1,8,,1
844,bc1qzwvpvrvwrpyqw9m9vrtq7x7rfjw0g6287wuzxl,900,900,0,2,1,1,900.0,900,900,900.0,900,900,1995,0.0,0,0,0.0,0,0,2,3,,0
845,12pdjJanMSVFtwmN8uVeNDtqNQMZW7XHzT,22532899,22532899,0,2,1,1,22532899.0,22532899,22532899,22532899.0,22532899,22532899,8473511,0.0,0,0,0.0,0,0,6,6,,1
846,bc1qqz396a8crt2tm375qy6w68te6lkcnfsqts76my,34747,34747,0,2,1,1,34747.0,34747,34747,34747.0,34747,34747,176939,0.0,0,0,0.0,0,0,2,3,,0
847,bc1q02suzplsna5lj7y59z6wffncxpyuvllunxhn73,873181,873181,0,2,1,1,873181.0,873181,873181,873181.0,873181,873181,6119608,0.0,0,0,0.0,0,0,2,3,,0
848,17Zim16qzJRtqnReFw1CEBputTSEyCfVhi,997700,997700,0,2,1,1,997700.0,997700,997700,997700.0,997700,997700,1887889,0.0,0,0,0.0,0,0,28,12,,1
849,17dDp3UfXHr6B8sEnJW2XmHTe7UtuDqaFP,2085844414,2085844414,0,1629,53,57,1528829.0943396227,130893,14291200,1601831.3333333333,130893,14291200,3909603,74215.94230769231,1312,351497,69814.33928571429,0,403204,1226,1661,,0
850,bc1qqleerl547llg8guhth6szu8ys5vktt4usygyfk,364448,364032,416,11,10,9,36444.8,416,88558,40448.0,984,88558,1225073,134479.55555555556,349,408545,151189.5,0,408894,1,2,,0
851,1KQsonosaEQqtbT7EGiEXB9PjmZZ7ohqVV,42637,42637,0,2,1,1,42637.0,42637,42637,42637.0,42637,42637,1183,0.0,0,0,0.0,0,0,2,3,,0
852,bc1q6mnjkkwkl6dytkm7zxpkujewu2zvzmead7464c,27400000,27400000,0,2,1,1,27400000.0,27400000,27400000,27400000.0,27400000,27400000,11670345,0.0,0,0,0.0,0,0,4,3,,1
853,38edBq4yttjJXrrQTBtddEaXKsWWYkFcot,75444667,75444667,0,40,20,20,3772233.35,486018,17015250,3772233.35,486018,17015250,36564481,1607776.6315789474,7640,8415028,1920720.9473684211,14873,7899797,927,737,,1
854,13j2EwGzJkuAcMdp3WRQ4fqo6urYbL5AuZ,3413134,3413134,0,2,1,1,3413134.0,3413134,3413134,3413134.0,3413134,3413134,477,0.0,0,0,0.0,0,0,2,2,,0
855,19Fizxvn2fmGpekkgq3AfHh1BCV7cvcUdJ,1183884,1183884,0,2,1,1,1183884.0,1183884,1183884,1183884.0,1183884,1183884,2109,0.0,0,0,0.0,0,0,24,62,,1
856,17cwBndRQUJ43jZGB25rPDyquZwHEQtVvs,5078451,5078451,0,2,1,1,5078451.0,5078451,5078451,5078451.0,5078451,5078451,5543,0.0,0,0,0.0,0,0,7,3,,1
857,bc1qu7sf89tkkp9y9p9xccujgadks03nzj0xa2340vsq95nak8slg7rq2rnp9a,1522296,1522296,0,2,1,1,1522296.0,1522296,1522296,1522296.0,1522296,1522296,16042,0.0,0,0,0.0,0,0,9,3,,0
858,1HoruH2Ui3RBGxg61CHLmzf9rReQADdRo8,712823961,712823961,0,2,1,1,712823961.0,712823961,712823961,712823961.0,712823961,712823961,7895,0.0,0,0,0.0,0,0,14,22,,0
859,1GkmCu8TM5tEXjwhckfxtqVKhcs16FTExB,19555,19555,0,2,1,1,19555.0,19555,19555,19555.0,19555,19555,48372,0.0,0,0,0.0,0,0,9,1,,0
860,18uRoz4TvnbzhPZYxSNoUE3LTbw7qFCnUr,8108464,8108464,0,7,4,4,2027116.0,79147,7543206,2027116.0,79147,7543206,1335319,47406.0,2014,78427,84208.0,0,183700,7,103,,1
861,3M9kYvmwBRFDA7EFc1FRjH7VY3xs9xRQkj,143271707,143271707,0,1514,45,61,88493.46666666666,4258,956482,74605.01639344262,547,956482,47770140,190816.54545454544,0,6768408,794544.8666666667,0,21623462,24713,536,,0
862,bc1qgntjemh6c2t6hp4yyffhmgcfj65spk0d7h80ep,1185578,1185578,0,4,2,2,592789.0,547209,638369,592789.0,547209,638369,12591477,0.0,0,0,0.0,0,0,40,90,,0
863,3MmYrjbsexicgXazy4aP2ebsFzPYbPg3Sr,39239526,39239526,0,155,96,149,264032.0520833333,246516,270809,259328.12080536914,245211,300992,1968770,19700.863157894735,71,1693082,12708.668918918918,0,1812757,689,171,,0
864,bc1q5tqwz96tuy9mw64ulhtnztuqh0xfngde5wqhnu,3642,3642,0,2,1,1,3642.0,3642,3642,3642.0,3642,3642,1108191,0.0,0,0,0.0,0,0,2,2,,0
865,1NEL4Ny1zF3G6pc911nmjrqXRW8TdtNW2i,3277156,3277156,0,6,3,3,1092385.3333333333,849545,1409547,1092385.3333333333,849545,1409547,3564184,1760527.0,1196431,2324623,1775235.5,1190890,2359581,172,3,,1
866,1DT3HGzDbkmPkmdMtH6iZEcLUZG4wor4UV,18081774,18081774,0,6,5,5,3616354.8,32916,10000000,3616354.8,32916,10000000,168007,9186.25,1021,30750,0.0,0,0,6,138,,1
867,bc1qercpzl37rulvd3ckq2qptm3xzjnk9vlkm3es98,353879530,353879530,0,2,1,1,353879530.0,353879530,353879530,353879530.0,353879530,353879530,493,0.0,0,0,0.0,0,0,1,13,,0
868,15j8kdPJ5gCwLQB3LmFLCGC1KjrohLF8jy,100851,100851,0,2,1,1,100851.0,100851,100851,100851.0,100851,100851,112471,0.0,0,0,0.0,0,0,6,3,,0
869,bc1q7kzk2rkttgjzykcxfq53qcv03tru5j8vgxxe5u,40656,40656,0,3,2,2,20328.0,11088,29568,20328.0,11088,29568,78478,0.0,0,0,0.0,0,0,12,3,,0
870,1KUuhZzXsPLF4QCzCEtne3SKHUMtUZu94J,5636408,5636408,0,4,3,3,1878802.6666666667,1460000,2591734,1878802.6666666667,1460000,2591734,819467,134272.5,91676,176869,0.0,0,0,2,171,,1
871,bc1q0tzv02fasa6scx78m56l26ct8q343na05sjk69,224917177,224917177,0,39,23,23,9779007.695652174,900000,36200000,9779007.695652174,900000,36200000,5873774,266978.8181818182,215,1207101,264606.0909090909,0,1206390,160,33,,0
872,1CXkWidXeoMX2sVXygbYmLVseRTmqU4tRh,174670,173470,1200,2,2,1,87335.0,1200,173470,173470.0,173470,173470,224279,0.0,0,0,0.0,0,0,1,24,,0
873,3PWFPEfuUsrzfX3caCVSiBQUct1638A3b5,9742931,9742931,0,18,9,9,1082547.888888889,400704,3641035,1082547.888888889,400704,3641035,27019452,3372267.5,89075,22894995,3340773.0,77201,20451049,594,283,,1
874,3Gs8gZf6xDbfQ9ZEgjBY6wNvDjhXyjGNsh,2518386,2518386,0,2,1,1,2518386.0,2518386,2518386,2518386.0,2518386,2518386,54542,0.0,0,0,0.0,0,0,133,159,,1
875,133vtE2ok9sxTUJESpwYL6DsYH7qBzDnQF,53709162,53709162,0,2,1,1,53709162.0,53709162,53709162,53709162.0,53709162,53709162,16014,0.0,0,0,0.0,0,0,2,3,,0
876,bc1qfsk6us8y9774gpk8wyhpjhu99k25p662n86t3s,8319578,8319578,0,2,1,1,8319578.0,8319578,8319578,8319578.0,8319578,8319578,110914,0.0,0,0,0.0,0,0,1,3,,0
877,1Pi52auB2b4dx8Jz3mBjeF8mcaKMUknRyt,11517000,11517000,0,2,1,1,11517000.0,11517000,11517000,11517000.0,11517000,11517000,14383,0.0,0,0,0.0,0,0,1,4,,1
878,bc1qr0huj7vslgcg2cnzs8h98ga5u7ce9dfc4yry0z,973527,973527,0,2,1,1,973527.0,973527,973527,973527.0,973527,973527,0,0.0,0,0,0.0,0,0,1,55,,1
879,12qusMrNaac75kHFWMKPQuuSn7L44xozvV,3706543957,3706434054,109903,2305,55,54,12826798.072727272,43568,331533000,13062296.129629629,43568,331533000,1137609,21066.833333333332,225,94779,21193.490566037737,0,93616,2203,7853,,1
880,36qy76TUZ3rFQHzuDL3rvuJuwuNB7yns1p,3694951,3694951,0,14,7,7,527850.1428571428,52300,2373392,527850.1428571428,52300,2373392,46385750,7729287.666666667,7416,21880987,7729190.333333333,6822,21909349,1208,148,,1
881,3J91BpM57gLwzaCUBazzKLcsqbzuYrSAQN,279329,279329,0,5,3,3,93109.66666666667,52650,133282,93109.66666666667,52650,133282,3830927,1799054.5,0,3598109,1902230.5,0,3804461,64,25,,1
882,1KttCi6xEJnG39FPCySjdHSQHJC1FAgvBa,110907771,110907771,0,83,51,51,2174662.1764705884,150000,11525965,2174662.1764705884,150000,11525965,13303011,263423.92,3097,3858669,265986.7,0,3853823,98,498,,1
883,15cG7mU2b4YsPmmHyLtqhezyNPqUKDfzvL,10745147,10745147,0,2,1,1,10745147.0,10745147,10745147,10745147.0,10745147,10745147,4058,0.0,0,0,0.0,0,0,1,3,,0
884,1FePK3gGdMq4DoWkrkjXCFrWxZG2K54iyt,3742123,3742123,0,2,1,1,3742123.0,3742123,3742123,3742123.0,3742123,3742123,0,0.0,0,0,0.0,0,0,1,2,,0
885,bc1q0cufjsz2fwz9wlu37hr49n32hdhx23s4m0gpvp,8510919,8510919,0,10,5,5,1702183.8,1240870,1960000,1702183.8,1240870,1960000,667783,15278.5,1554,55599,95693.5,503,171182,3,27,,0
886,16ekD85AneMxRXwXk9ZS6pq98bH4AZ6Zfp,2618947,2618947,0,22,12,12,218245.58333333334,6110,869484,218245.58333333334,6110,869484,11955576,1086403.9090909092,2401,6736232,1085916.6363636365,0,6724282,646,572,,1
887,12Mqpiqkkek8ZFDbKkqF7fKSJm2JqYR6Qw,20640041752,20640041752,0,22621,54,55,839111.925925926,705,9926892,837636.7818181819,705,9926892,31394000,592160.5283018867,973,12103613,581370.3703703703,0,12460925,101,772,,0
888,33gSv2uMho6r4xZVuxWvw4ZdDHVDcmacf3,91383,91383,0,2,1,1,91383.0,91383,91383,91383.0,91383,91383,219004,0.0,0,0,0.0,0,0,136,9,,1
889,bc1qrtn9h0znltdap5lzh06rv0h7ptaygggcc9984e,13636544,13636544,0,2,1,1,13636544.0,13636544,13636544,13636544.0,13636544,13636544,4887,0.0,0,0,0.0,0,0,2,63,,1
890,1AnqKcbYJvRWBC2YKjiaSS4DY3BHZwn3AW,71781825,71781825,0,35,18,18,3987879.1666666665,1273728,15138969,3987879.1666666665,1273728,15138969,11462497,669489.5294117647,4341,2832163,673051.1764705882,0,2541498,39,193,,1
891,3FWE1VL6rpv8sBiCNL5xvnWUytUs642RoF,21724630,19425952,2298678,10,6,5,3620771.6666666665,50000,5525952,3885190.4,50000,5525952,20513148,1696086.0,291,4677450,3946376.25,0,12810631,292,285,,0
892,3HKVAe43DheMxz8jmiKBPVCGfcDvzDUSdH,17848336,17848336,0,2,1,1,17848336.0,17848336,17848336,17848336.0,17848336,17848336,12082,0.0,0,0,0.0,0,0,8,2,,0
893,1FKyQtLpTwuQWz8mkX4i6ERcdbSQdYoKBP,6871900,6871900,0,2,1,1,6871900.0,6871900,6871900,6871900.0,6871900,6871900,1303,0.0,0,0,0.0,0,0,1,3,,0
894,19nMYJZcVeNqkQSm3goS84owxXH21DvQcD,14012641,14012641,0,60,30,30,467088.0333333333,17691,2757933,467088.0333333333,17691,2757933,90385632,3116452.5862068967,15626,12020991,3116064.103448276,602,14644595,2777,780,,1
895,bc1ql7gz7accesakjdsk4nu5wwswsmdyk282kax5t4,126991555,126991555,0,112,74,74,1583181.0675675676,30884,6649580,1583181.0675675676,30884,6649580,36722239,389478.397260274,0,5254174,503038.80821917806,0,6268033,30,113,,0
896,36VHLgQhR5u2ZNrDWkyvmMAg62rVHpGf5r,286260,286260,0,2,1,1,286260.0,286260,286260,286260.0,286260,286260,3783582,0.0,0,0,0.0,0,0,1052,3,,0
897,bc1ql597famv5ytpg5ry35e5gn3tgsvkwe59gn5kkt,1520000,1520000,0,2,1,1,1520000.0,1520000,1520000,1520000.0,1520000,1520000,9584,0.0,0,0,0.0,0,0,6,7,,1
898,1Gq83kWFnT6n62jiF9r1CyJZjx4G7Vsx9o,10000000,10000000,0,2,1,1,10000000.0,10000000,10000000,10000000.0,10000000,10000000,92290,0.0,0,0,0.0,0,0,1,23,,1
899,14T5peqBWB7JNyqZMwDKMi2cP58K3VQk3K,2398109,2398109,0,4,2,2,1199054.5,143609,2254500,1199054.5,143609,2254500,386039,0.0,0,0,0.0,0,0,4,167,,0
900,3Lgb34HGdJvbiCuD2rektnD68uZCj7d5cj,103642079,103512551,129528,150,47,62,1821665.2765957448,117952,9555613,1554557.5806451612,76728,9555613,19494673,423797.23913043475,0,4132365,309057.8524590164,0,4543789,6585,271,,1
901,bc1qsrd74yqacap5yxddcvy97ljugegxjfcgryfzk0,20160488,20160488,0,28,16,16,1260030.5,103424,5321337,1260030.5,103424,5321337,2688682,164622.66666666666,3504,612000,179161.2,0,502662,20,111,,1
902,1ECbKnkZT7G2rBCZ3FWHVZweDrKSpLU7za,50119894,50119894,0,4,3,3,16706631.333333334,8500,50000000,16706631.333333334,8500,50000000,231086,92937.5,91271,94604,0.0,0,0,3,92,,1
903,bc1q6z3r93jwgheqtjq8js4gwatpjdfkf2x046y0dj,1059449,1059449,0,4,2,2,529724.5,363278,696171,529724.5,363278,696171,615835,0.0,0,0,0.0,0,0,5,5,,1
904,bc1q3ym2ds0n9845qpm7kpmlajfkanhrydhmxlfddf,9069783,9069783,0,9,5,5,1813956.6,1763686,1886504,1813956.6,1763686,1886504,432773,107629.25,3957,245578,104053.25,0,240984,7,261,,1
905,1N2WVHi7nVF5cr326ZjQ6qBmgqLXHoX5np,2162788413,2162788413,0,2626,53,55,1012280.7735849057,45129,7347701,1132314.5272727273,45129,8519068,2380363,45249.269230769234,333,213595,43866.72222222222,0,215997,1714,1137,,0
906,bc1q0ww0eaac7z80snx3gu7y4gjugqh85d9nat6prp39qt7surydum2qq9q0c6,100400,100400,0,2,1,1,100400.0,100400,100400,100400.0,100400,100400,1170198,0.0,0,0,0.0,0,0,1,1,,0
907,36npvYdPKFN7Mg6G8h4Fc61SLnXBHzoDPB,1984024,1984024,0,2,1,1,1984024.0,1984024,1984024,1984024.0,1984024,1984024,850,0.0,0,0,0.0,0,0,1,3,,0
908,bc1q6d8gyqxwg8h6upv9tyznrhu3anl2e8hlz2pw5k,11595000,11595000,0,2,1,1,11595000.0,11595000,11595000,11595000.0,11595000,11595000,55338,0.0,0,0,0.0,0,0,2,17,,0
909,14HkWfugkrGqSUisapYUQ6wiE4D6k64rgi,5391879,5391879,0,2,1,1,5391879.0,5391879,5391879,5391879.0,5391879,5391879,2267,0.0,0,0,0.0,0,0,2,50,,1
910,3GRnohtKQTz1QdpgNa1BdnqsEN9fxRDSZD,8634825,8634825,0,17,9,9,959425.0,14900,2400000,959425.0,14900,2400000,12055078,1218447.625,137,8983862,1424848.75,0,9085075,2084,18,,1
911,3KCG8YxyQHoxf5n3aV4f38qqNfDHjX4v8n,686684,686684,0,2,1,1,686684.0,686684,686684,686684.0,686684,686684,19949,0.0,0,0,0.0,0,0,297,1,,0
912,bc1q50f5m4d8rntj0f84yn6p5qc7e7pnxlvsmzafxe,71643414,71635911,7503,255,101,100,309999.0297029703,526,3972000,313053.18,547,3972000,28321453,283214.53,0,11899519,286065.2525252525,0,11900833,189,2937,,0
913,1JLRmGUQFnuf1H28JWh8wWLtUo9MitxKo3,10629626,10629626,0,8,4,4,2657406.5,5000,7280100,2657406.5,5000,7280100,394671,91136.0,40008,146960,120960.33333333333,102280,140865,5,55,,1
914,3CGtDeXGysV2viaFJ1FrT4MMMX8G48rmV1,1264000,1264000,0,2,1,1,1264000.0,1264000,1264000,1264000.0,1264000,1264000,2976945,0.0,0,0,0.0,0,0,497,2,,1
915,122E8xU1Ry4dU5BjAVsa85XLHDhTB7hskL,188238314,188238314,0,653,97,630,305466.9587628866,153083,1143498,268088.78571428574,6730,1149651,100508,964.4791666666666,0,37050,0.0,0,0,99,1,,0
916,3KNCcED8PAhU14YX7NMFZJsXVjfaFRxfcD,121378,121378,0,2,1,1,121378.0,121378,121378,121378.0,121378,121378,350,0.0,0,0,0.0,0,0,1,3,,0
917,19tguMTKXvyjsbiSRYu9tRyMKrYKTJ9dhu,639310372,639310372,0,12,6,6,106551728.66666667,8029982,384045251,106551728.66666667,8029982,384045251,55569429,11094217.6,90389,52099094,10838685.0,0,50814446,16,15,,0
918,1GACD599R8QXreACyqP2j87Hm6USheBQ1Q,5128845,5128845,0,3,2,2,2564422.5,1473961,3654884,2564422.5,1473961,3654884,1650,0.0,0,0,0.0,0,0,2,18,,0
919,bc1qaathvqz3wsnea2ayeqkdqhe6at06dnpq2ahun0,13357298,13357298,0,26,13,13,1027484.4615384615,134566,1813512,1027484.4615384615,134566,1813512,4756337,395999.9166666667,172800,777600,393566.0,140027,770659,24,217,,0
920,1peaY9CUBr4twpsE2srPR5JHtkCJaFzv8,20239044,20239044,0,2,1,1,20239044.0,20239044,20239044,20239044.0,20239044,20239044,11241561,0.0,0,0,0.0,0,0,17,27,,1
921,33f9VCHi7Y5kQ1qfruAXQJCx25nhtk1gAg,66446934,66446934,0,224,46,55,710710.2608695652,19722,3331437,628932.3454545455,19722,3331437,5959469,132363.55555555556,0,1795962,109939.24074074074,0,1772342,423,2873,,0
922,3AmtH2asnFDBsPuynUhkMypXTDzsa7gwkU,86324016,86324016,0,254,44,58,284356.36363636365,26207,4801141,232354.1551724138,26207,4801141,20124529,456369.76744186046,5398,7486441,353061.91228070174,0,6311037,657,153,,0
923,33XxfMBuFhJ8C5oXrMXrGCaZyEghCcoiaY,403383841,403383841,0,2,1,1,403383841.0,403383841,403383841,403383841.0,403383841,403383841,554,0.0,0,0,0.0,0,0,183,6,,0
924,12GLdZEnectaZamoH8RC8U72kjyp6dWbNM,12962,12962,0,2,1,1,12962.0,12962,12962,12962.0,12962,12962,11948,0.0,0,0,0.0,0,0,1,2,,1
925,bc1qv9hjfugrs3wa9ly06lxq6gln9ek80gqjlunch3,106038,106038,0,2,1,1,106038.0,106038,106038,106038.0,106038,106038,2635,0.0,0,0,0.0,0,0,1,3,,0
926,1rNBu7nvNqMXj24xNWF9ynm4juLYi9z4T,1808185,1808185,0,6,3,3,602728.3333333334,12710,1782539,602728.3333333334,12710,1782539,614760,40647.5,9009,72286,305951.5,88328,523575,12,9,,1
927,3NvWFowSFJuGkyrsw8MvhdtWwiSJQbqMoi,3000000,3000000,0,2,1,1,3000000.0,3000000,3000000,3000000.0,3000000,3000000,895,0.0,0,0,0.0,0,0,212,80,,0
928,bc1qxhml4ujua2szeges4wd8dhlzhee3llhsu2r7lw,64646847,64646847,0,169,64,64,757318.03125,61801,3730586,757318.03125,61801,3730586,8815382,139810.57142857142,488,996149,139544.19047619047,0,1030377,73,1197,,0
929,17FDa3JkLJotPHFDW47jgr7vkvQUQxp4sw,1121658,1121658,0,2,1,1,1121658.0,1121658,1121658,1121658.0,1121658,1121658,11096,0.0,0,0,0.0,0,0,1,68,,0
930,1KKbeLv2SN1kpwDLKDt3Wtz3EttSoBAdRc,25759295,25759295,0,2,1,1,25759295.0,25759295,25759295,25759295.0,25759295,25759295,11070617,0.0,0,0,0.0,0,0,8,2,,1
931,bc1qjdzpgjlmm94shczv0hj3ad9wxffst7dr8pmfqk,6517300,6517300,0,7,5,5,1303460.0,573000,1716000,1303460.0,573000,1716000,4573773,947289.0,108981,2965677,1113430.25,0,4453721,1,105,,1
932,bc1q55w5c8u97ngmzleayfm4evzv5ut46jrs7alrcs,13016208,13016208,0,12,6,6,2169368.0,1211122,3087339,2169368.0,1211122,3087339,561823,111493.0,30485,232239,112278.4,33294,232548,13,634,,0
933,bc1qu225k376vuhz2ryxhpx92y3c5tehwd4h0q5zma,1003083,1003083,0,2,1,1,1003083.0,1003083,1003083,1003083.0,1003083,1003083,26349,0.0,0,0,0.0,0,0,12,3,,0
934,38zYi3Qg5Wc9aYB5xqcsCMQLqbp9iGHxWM,1703486,1703486,0,2,1,1,1703486.0,1703486,1703486,1703486.0,1703486,1703486,0,0.0,0,0,0.0,0,0,1,3,,0
935,bc1qntjvp44wjnxu445yewj7tuxy6zdcwrzlaylky6,572247,572247,0,2,1,1,572247.0,572247,572247,572247.0,572247,572247,6918,0.0,0,0,0.0,0,0,1,2,,0
936,1NboEz2jcWs87bCSsYhjWpo3Hz6AE2uvRe,2211172,2211172,0,3,2,2,1105586.0,939022,1272150,1105586.0,939022,1272150,6349,0.0,0,0,0.0,0,0,64,167,,1
937,18rYxBT6BdfSTrSYkDi2w8UjfoBoP36Bit,1960000,1960000,0,2,1,1,1960000.0,1960000,1960000,1960000.0,1960000,1960000,82852,0.0,0,0,0.0,0,0,3,41,,1
938,18wJeJiu4MxDT2Ts8XJS665vsstiSv6CNK,332097960,332097960,0,16,15,15,22139864.0,100000,147565501,22139864.0,100000,147565501,72910,5199.142857142857,146,13774,8.714285714285714,0,122,14,275,,1
939,bc1qk5497al8mp3danmcsypavwa9c0pm67gyglnz3r,11589,11589,0,2,1,1,11589.0,11589,11589,11589.0,11589,11589,1341291,0.0,0,0,0.0,0,0,9,2,,0
940,bc1qwrmez4rydfs04v5uzgv8alzzv3hp2hygpyqq0u,995923272,995923272,0,2,1,1,995923272.0,995923272,995923272,995923272.0,995923272,995923272,1496,0.0,0,0,0.0,0,0,2,2,,0
941,1KyHUb8J7ubTd4Nd1Gw83ifdhH6zbJAoNj,3051537,3051537,0,2,1,1,3051537.0,3051537,3051537,3051537.0,3051537,3051537,3662,0.0,0,0,0.0,0,0,5,68,,0
942,bc1qrzwwzwjuaq9gu39w3lmnplexhp07g79kwadtfs,208814,208814,0,2,1,1,208814.0,208814,208814,208814.0,208814,208814,109,0.0,0,0,0.0,0,0,4,164,,0
943,bc1q8wrcaee8u6cakd90ygfydskwyg9wk38fv2jc3d,52303,52303,0,2,1,1,52303.0,52303,52303,52303.0,52303,52303,19543,0.0,0,0,0.0,0,0,2,3,,0
944,bc1q9fkyl8vyx792l8k8x0qammemdt3v47y3m07dw0,2104567,2104567,0,2,1,1,2104567.0,2104567,2104567,2104567.0,2104567,2104567,1719,0.0,0,0,0.0,0,0,2,2,,1
945,bc1qe3u20enpjmpd9ueczee2e9lpg3sc9ha2uuzhan,1450830982,1450830982,0,2,1,1,1450830982.0,1450830982,1450830982,1450830982.0,1450830982,1450830982,2646,0.0,0,0,0.0,0,0,1,3,,0
946,3Jn4y2NghSXvAmfmKtAodDddUNRs7RstPF,832993,832993,0,2,1,1,832993.0,832993,832993,832993.0,832993,832993,1027361,0.0,0,0,0.0,0,0,172,1,,0
947,164Fkt3aawVPtCDF76Gmeh8jZc6jz8N7DG,2261545,0,2261545,21,21,1,107692.61904761905,2120,414224,0.0,0,0,50227643,2511382.15,12,13817613,0.0,0,0,50,713,,1
948,bc1q6tru0m2v3uy889ngky4q6cvrm8r028g99yn0pe,4884929500,0,4884929500,1,1,1,4884929500.0,4884929500,4884929500,0.0,0,0,0,0.0,0,0,0.0,0,0,1,1,,1
949,1LWJrarFKPnJNJ1LxmxXkBMy8FAPZ4fdsq,8237580,8237580,0,56,47,47,175267.6595744681,618,463000,175267.6595744681,618,463000,1302612,26354.521739130436,0,129317,26888.804347826088,0,370756,101,333,,1
950,13QTkxJgQzXBsD4dvqkJewmGx6WANAPJS3,239045246,238838567,206679,24,23,22,10393271.56521739,5203,208176000,10856298.5,5203,208176000,425878,19358.090909090908,33,249496,0.0,0,0,58,1433,,1
951,12u9kfS63JpW8zRSzMzTfK1hDdVuSYZ858,10890707,10890707,0,8,4,4,2722676.75,602325,7703697,2722676.75,602325,7703697,10911458,3540999.3333333335,252467,9071470,3616859.6666666665,481060,8978193,582,32,,1
952,1HMnhoQxjNP8zXSEYwap1jXr7b1tMhU3Fc,888899,888899,0,2,1,1,888899.0,888899,888899,888899.0,888899,888899,0,0.0,0,0,0.0,0,0,1,3,,0
953,bc1qalplpyu938wyxqh9wvy6c6y59yflq4rrafzl97m7uqyphlzf6qfsamg77y,485100,485100,0,2,1,1,485100.0,485100,485100,485100.0,485100,485100,254313,0.0,0,0,0.0,0,0,1,2,,0
954,3BpKufb3WHnAysdpLDdx3cTPErB7EN2nN7,1762078,1762078,0,10,5,5,352415.6,288589,456192,352415.6,288589,456192,3471082,867472.5,7446,3151945,867626.75,7759,3151733,38,18,,0
955,1AUK4sdF8mjhu4Mm4mUpttv9kVrVpFCiXK,7014,7014,0,2,1,1,7014.0,7014,7014,7014.0,7014,7014,0,0.0,0,0,0.0,0,0,1,1,,0
956,bc1qmyyt7d2yvs7vlykecqdzmr97rwgup47zh2qj32,217195900,217195900,0,4,3,3,72398633.33333333,37397200,102400000,72398633.33333333,37397200,102400000,832141,415918.0,528,831308,416.5,305,528,5,32,,0
957,36tSmbd3dbbh7HjRNq5iwj4yJay6xJHLSh,13719267,0,13719267,8,8,1,1714908.375,140000,2341393,0.0,0,0,262080,37440.0,6072,138842,0.0,0,0,4,174,,1
958,bc1q5kpk6qatk35ylfht3zvhkaetwxs2k7fg2azu0t,1002195,1002195,0,2,1,1,1002195.0,1002195,1002195,1002195.0,1002195,1002195,20336,0.0,0,0,0.0,0,0,7,3,,0
959,bc1qazdm93efl4v3g4pnxh9x00mcfante2mct6hghk,91780,91780,0,2,1,1,91780.0,91780,91780,91780.0,91780,91780,426643,0.0,0,0,0.0,0,0,1,3,,0
960,1HYEDhqQUHBLrFd8DqyjqAtNfm6zoU8Gvv,40643,40643,0,2,1,1,40643.0,40643,40643,40643.0,40643,40643,18444909,0.0,0,0,0.0,0,0,1,68,,0
961,3FJrhSPXN9fPMvgFMTRovMNU5zS2ZfKzow,40430761,40430761,0,46,23,23,1757859.1739130435,457483,3000000,1757859.1739130435,457483,3000000,39969520,1789954.9545454546,260130,7511580,1474833.9090909092,3804,4937070,1733,277,,0
962,3Knt5aHd5xEt5uWGPKbUNPrf4UvsdJdpNJ,7613383,7613383,0,3,2,2,3806691.5,3413383,4200000,3806691.5,3413383,4200000,238375,0.0,0,0,0.0,0,0,45,90,,0
963,bc1qt7rfgqdnhrchy2fe2mdhygasj0tpkcv930qzmk,23130242,23130242,0,26,25,25,925209.68,86342,1897900,925209.68,86342,1897900,3108426,107604.0,9113,264313,0.0,0,0,29,112,,0
964,13w1MX8ZBNwJis6AcLTr72LiNePRRq776Q,10000000,10000000,0,2,1,1,10000000.0,10000000,10000000,10000000.0,10000000,10000000,1798173,0.0,0,0,0.0,0,0,1,3,,1
965,1KBMfaYhY71XyJ2jDRQs5QxHCbh4W9bqZh,11231884,11231884,0,4,2,2,5615942.0,5481145,5750739,5615942.0,5481145,5750739,7097768,0.0,0,0,0.0,0,0,2,5,,1
