,Address,Total_Rec,Total_Sent,Balance,N_TX,N_Rec,N_Sent,Avg_Rec,Min_Rec,Max_Rec,Avg_Sent,Min_Sent,Max_Sent,Time_Between_FirstLast,Avg_Delta_Rec,Min_Delta_Rec,Max_Delta_Rec,Avg_Delta_Sent,Min_Delta_Sent,Max_Delta_Sent,Unique_Rec,Unique_Sent,Month,Class
0,bc1qd0a90s9wrzxva0xkvn89vwlm3ujr7k8j3mq47g,1090202,1090202,0,2,1,1,1090202.0,1090202,1090202,1090202.0,1090202,1090202,93037,0.0,0,0,0.0,0,0,5,5,,1
1,1GQdrgqAbkeEPUef1UpiTc4X1mUHMcyuGW,692323608929694,692297356284624,26252645070,469399,100,100,1562827472.41,920314,4250055812,1574646142.96,1001748,4250098947,19919,201.2020202020202,4,1244,201.2020202020202,4,1244,0,85,,1
2,19mjacrAkSkvCgMRz6aT4u6KQAUQHzA9oE,10779416,10779416,0,2,1,1,10779416.0,10779416,10779416,10779416.0,10779416,10779416,3797843,0.0,0,0,0.0,0,0,1,2,,1
3,3FadMgLwc8uCBrPzCDszHjiqJg6fMJm2W4,290969,290969,0,2,1,1,290969.0,290969,290969,290969.0,290969,290969,1515,0.0,0,0,0.0,0,0,1,68,,1
4,12LHtnEcVoTk1mJsmwwABKAe2joS8Wy7ee,1074488,1074488,0,2,1,1,1074488.0,1074488,1074488,1074488.0,1074488,1074488,1833259,0.0,0,0,0.0,0,0,5,3,,0
5,bc1q7y6xs0fnqhkdyptknp548xaqcxs2gvwjaxkzjn,18918000,18918000,0,4,2,2,9459000.0,8418000,10500000,9459000.0,8418000,10500000,1759219,0.0,0,0,0.0,0,0,18,32,,0
6,3Pq9MF7XLB46mBypL7JwMjn11NMdzGKfuK,1111648,1111648,0,2,1,1,1111648.0,1111648,1111648,1111648.0,1111648,1111648,2904,0.0,0,0,0.0,0,0,1,3,,0
7,3HzDGsDVqYzjoKaGcXHKAyEXekymEUD77t,787482,787482,0,2,1,1,787482.0,787482,787482,787482.0,787482,787482,2358,0.0,0,0,0.0,0,0,427,2,,0
8,3FvJFsNfT1kbsSzWxK5xhojMZvu2oeUv45,51286,51286,0,2,1,1,51286.0,51286,51286,51286.0,51286,51286,28112,0.0,0,0,0.0,0,0,492,1,,0
9,39zb9ozCm9D2DPZHbKgpYG2Y8JSjGQEYvZ,314620,314620,0,2,1,1,314620.0,314620,314620,314620.0,314620,314620,4187,0.0,0,0,0.0,0,0,3,1,,0
10,bc1qm34lsc65zpw79lxes69zkqmk6ee3ewf0j77s3h,3883252526116064,3878252768358850,4999757757214,800228,150,279,77635669.36,140806,2035782175,147820768.61648744,4760,3999959300,5951,39.939597315436245,0,157,19.97841726618705,0,157,2257,2127,,1
11,13MZxtqofKHHHJgVHXU8ZoB3NBZusxZsFp,354927730,354927730,0,2,1,1,354927730.0,354927730,354927730,354927730.0,354927730,354927730,6598,0.0,0,0,0.0,0,0,13,1,,1
12,bc1qdqsvcd92kx0yl6ffn0dwxx4jr9ekmnhgzu3ya8,8739487,8739487,0,2,1,1,8739487.0,8739487,8739487,8739487.0,8739487,8739487,7657,0.0,0,0,0.0,0,0,1,3,,0
13,bc1qqwcenzqtd4pyy6723ar2cme2qgpauxgul5mnkc,440857,440857,0,2,1,1,440857.0,440857,440857,440857.0,440857,440857,0,0.0,0,0,0.0,0,0,1,3,,0
14,1B4aH6aXZdafYknW9b3KfNA76FaPJ8wGQ7,83569197,83569197,0,42,22,22,3798599.8636363638,140404,19943136,3798599.8636363638,140404,19943136,52487553,2489725.8095238097,3741,40081826,2499355.380952381,0,40284344,29,108,,1
15,1MuskruimhbiqHcS7RhNfyEiQVUuxeeGnJ,37194688,37194688,0,10,9,9,4132743.111111111,954173,6419615,4132743.111111111,954173,6419615,2676507,334479.75,42387,773001,318990.875,669,773001,1,9,,1
16,bc1qracr2cjuv3wwztqvywg52qvpsm4ze0qwhglksx,239744,239744,0,10,8,8,29968.0,400,179001,29968.0,400,179001,1446217,20218.714285714286,2761,92631,198247.7142857143,0,1387734,43,296,,1
17,39hCj3X5bdvHqUEpS2USrMKUUihSb8xaom,14199006,14199006,0,2,1,1,14199006.0,14199006,14199006,14199006.0,14199006,14199006,438,0.0,0,0,0.0,0,0,3,33,,0
18,1FN1G2XgtYkPqkpYKfyvqKJTtpnfG5Pw37,6456237956,6456066366,171590,392,99,99,6861771.656565657,21599,25721177,6890823.808080808,21599,25721177,9692171,98899.70408163265,29,840176,98899.70408163265,0,840462,4,93,,1
19,3Qmz8kcTTm7bLmGLDJtxqq8hGgfo9JLbD5,1179760,1179760,0,2,1,1,1179760.0,1179760,1179760,1179760.0,1179760,1179760,6849,0.0,0,0,0.0,0,0,3,3,,0
20,1KNhU7Y7DKARU7Gxgu59Eds2kwH25PTWAf,64661796,64661796,0,3,2,2,32330898.0,21550998,43110798,32330898.0,21550998,43110798,7292,0.0,0,0,0.0,0,0,1,3,,1
21,1DTyDp4s7cHs7WSCwDLVTC1TjMPxRvShAy,65178275,65178275,0,18,17,17,3834016.1764705884,1156,29550653,3834016.1764705884,1156,29550653,420678,11256.625,0,103390,0.0,0,0,24,91,,1
22,1MDu6TaKDnjodDfSKDX9LBySrGPRM8mrv4,514841,514841,0,2,1,1,514841.0,514841,514841,514841.0,514841,514841,22286,0.0,0,0,0.0,0,0,1,2,,0
23,1AAEga4CgZWCu63qhaq8PuXtEykjp5Jykk,7281287,7281287,0,2,1,1,7281287.0,7281287,7281287,7281287.0,7281287,7281287,0,0.0,0,0,0.0,0,0,4,2,,0
24,1GrjYD6KmTqHFQfbdSQLioZqEbpqv7k8kq,900000,900000,0,2,1,1,900000.0,900000,900000,900000.0,900000,900000,57797,0.0,0,0,0.0,0,0,412,3,,0
25,16FuWNMRdtS6Nr3zdKNrcyXT7KpWYmkbGT,20727432,20727432,0,2,1,1,20727432.0,20727432,20727432,20727432.0,20727432,20727432,2318,0.0,0,0,0.0,0,0,6,2,,1
26,36WyoHs3gfLz7HwCiXsn6Cv5ZFSf1cUg1e,5959162,5959162,0,9,6,6,993193.6666666666,99792,1609020,993193.6666666666,99792,1609020,28755526,4900470.8,0,24076889,921704.4,0,3921866,434,154,,1
27,bc1q7tcrl9c7353h7cx560h9anz3697rf9wvlpgfkw,197682277,197682277,0,50,31,31,6376847.645161291,145000,31784000,6376847.645161291,145000,31784000,10185268,339148.8,62,3461026,337293.06666666665,0,3051392,169,845,,1
28,1Gm5Dc9Ao4sByDkFB9AGJckA2QBTEACf81,24574884,24574884,0,314,51,53,190279.3725490196,25648,870000,186647.0,25648,870000,17426325,343216.02,38,9633399,335121.6346153846,0,9639020,1491,236,,1
29,1HQ35sf5aDhxZPHErPQubpgYhUN8Kc5EK8,145841043,145841043,0,12,6,6,24306840.5,1095971,56524490,24306840.5,1095971,56524490,124595,24838.8,4846,75217,24456.2,464,44885,299,26,,1
30,1Cia8MnaC51fK73pv5mdbbuEbsYPbkRr7G,14406594,14406594,0,28,20,20,720329.7,23904,1907190,720329.7,23904,1907190,1510782,49503.31578947369,0,199908,78181.21052631579,0,518650,59,688,,0
31,bc1qwc5an8spsc0zwq3psfz0607rneg6u4swjjgk6v,372060208,372060208,0,2,1,1,372060208.0,372060208,372060208,372060208.0,372060208,372060208,414,0.0,0,0,0.0,0,0,1,189,,0
32,3PogJNDLz73n8zn2W3EESPx1WzXjkzms3e,1387308,1387308,0,14,7,7,198186.85714285713,46422,400811,198186.85714285713,46422,400811,42187121,7030313.166666667,883738,21318080,6043388.833333333,958567,16282701,456,6,,0
33,3ANEG7WXg6JGCz57FrzSVoKiEu1NqF97bE,5409948404,5409948404,0,1700,51,55,3600486.745098039,17780,38830000,3579816.090909091,17780,38830000,951619,18979.28,3,152402,17622.574074074073,0,152401,2746,1238,,1
34,3ETGBU8ntwaqKPJ3cFEvgKP3SEbCTLBmDZ,635000,0,635000,4,4,1,158750.0,3000,346955,0.0,0,0,22511928,7503976.0,72333,11624629,0.0,0,0,4,37,,0
35,bc1qnj7j7re9g0vtjn42ufhzsuzv6wrscfkhs37pde,2548821,2548821,0,2,1,1,2548821.0,2548821,2548821,2548821.0,2548821,2548821,1117,0.0,0,0,0.0,0,0,1,4,,0
36,bc1qvx07exhnzk08nnqxt3e2avkpeglm9ffaq09hld,5467321,5467321,0,28,18,18,303740.05555555556,4289,719780,303740.05555555556,4289,719780,27748020,1631785.5294117648,636,22627325,1624354.1764705882,0,22629465,43,782,,1
37,3Mbff2wR2GvLucSsJ4p9rBQLqzZMaJ8zub,4966179103,4965839283,339820,229,82,82,15928913.57317073,16814,104741040,15924931.085365854,13256,104741040,4012560,49537.77777777778,49,1492701,32924.851851851854,0,430842,85,4441,,1
38,16Q3TAux5H2WXHiDpqwsw5rr1EFWSLmK1p,571466951,571455402,11549,46,45,44,12699265.577777777,4339,143611669,12987622.772727273,4339,143611669,158881,3610.931818181818,18,45969,48.46511627906977,0,850,82,1806,,1
39,1CrgLZz3fzxT7NxAoJaNVT88SdEnmFdGii,61141267,61141267,0,9,6,6,10190211.166666666,85577,22994692,10190211.166666666,85577,22994692,1240387,248072.0,30978,401210,236756.4,0,637629,17,253,,1
40,1zfSYhG326w2Zdx61jBvijqfpGxaJE8jw,128659,128659,0,2,1,1,128659.0,128659,128659,128659.0,128659,128659,208,0.0,0,0,0.0,0,0,1,21,,0
41,bc1q7afrxptf7wlttakk5dt8286wn9es5htcy26m5s,3913467,3913467,0,4,2,2,1956733.5,1904278,2009189,1956733.5,1904278,2009189,107273,0.0,0,0,0.0,0,0,2,78,,1
42,3EZ3q3DYNUcT5FyqWHPrhjNpz52c7dFWPG,176122,176122,0,2,1,1,176122.0,176122,176122,176122.0,176122,176122,267390,0.0,0,0,0.0,0,0,677,2,,1
43,1qcKUd1Bq3JppUmtYcsG4Aj7LUoD1aVb7,26847244,22789404,4057840,26,20,19,1342362.2,103806,5962930,1199442.3157894737,103806,5962930,69012976,3632261.8947368423,806,20084222,2716637.9444444445,0,17268775,17,651,,0
44,1QG4vh2bqAcop5ZwJ7TPYswEbmRfq8dBAe,91754392237,91754392237,0,566,50,50,185465189.26,9998700,500000000,185465189.26,9998700,500000000,30793129,628249.7346938775,2343,3931260,628418.9591836735,7802,3933063,66,9720,,0
45,bc1qyyatwnndf7hu725sg5ggnz2u9l9reww23uyeuy,102541,102541,0,2,1,1,102541.0,102541,102541,102541.0,102541,102541,81,0.0,0,0,0.0,0,0,1,108,,0
46,1NqW9yNPaLc56so52ChanV3nLyQ1gsSco5,7578,7578,0,2,1,1,7578.0,7578,7578,7578.0,7578,7578,694212,0.0,0,0,0.0,0,0,3,2,,0
47,37aY2PErUkHCTRruaYcD5BHWrYZUDtAfca,10051816,10051816,0,49,34,34,295641.64705882355,1487,1500000,295641.64705882355,1487,1500000,2415860,68180.54545454546,0,534434,69748.57575757576,0,604926,462,111,,1
48,3H1SkkbrcxKxM3X3GU3DCyerYXsCox3q1E,36622698,36622698,0,386,50,50,240298.74,26954,744848,240298.74,26954,744848,16058207,327642.6530612245,1865,3782107,327437.2244897959,1007,3782516,580,1151,,0
49,12joefNtDxWcmAyo2cmocUWLjf8jmearHm,60060,60060,0,3,2,2,30030.0,18776,41284,30030.0,18776,41284,94578978,0.0,0,0,0.0,0,0,6,200,,0
50,bc1qqkhnftkxuqkuakp50ax823rhde89end82nps8g,186148223,186148223,0,48,42,42,4432100.547619048,4147,40800600,4432100.547619048,4147,40800600,21132025,515163.51219512196,63,10465329,515275.9512195122,0,10376049,8,21,,0
51,34tiPzriGj3kbYsW28XgE8nHwk18XDBX7E,362044494,234721512,127322982,473,99,1,260875.66666666666,8860,2316003,2197016.0,2197016,2197016,2272509,23188.867346938776,123,94850,0.0,0,0,199,9737,,1
52,bc1qj9k6mryqfyl9dghdwnxx29660nws90mfarld46,3273303291342,3273303271342,20000,18977,100,100,121348659.04,547,325660291,123366090.36,547,325660291,16258214,164224.38383838383,0,15286512,164224.38383838383,0,15952204,5,683,,0
53,344Vav8ogDN1EAmDYDsbiE79am6UVxuUuu,23375330,23375330,0,2,1,1,23375330.0,23375330,23375330,23375330.0,23375330,23375330,3499,0.0,0,0,0.0,0,0,2,8,,1
54,bc1q7gjj5gd62gmgjha3vpu2ktgzvxzmmjptv4kch7,338392500,337177298,1215202,241,100,103,1650282.24,8854,10881000,1659522.0194174757,8854,10881000,3683129,37203.32323232323,68,265988,36089.950980392154,0,268371,18,116,,1
55,39jajdWLtQZFsVwaZYuMmX8A2FbMCPrR4N,1399938,1399938,0,2,1,1,1399938.0,1399938,1399938,1399938.0,1399938,1399938,3704,0.0,0,0,0.0,0,0,45,87,,1
56,1MS7opRzoPJg1hX8zgVaqRoPtGG2htnyoA,26490970,26490970,0,2,1,1,26490970.0,26490970,26490970,26490970.0,26490970,26490970,8559011,0.0,0,0,0.0,0,0,1,52,,1
57,bc1qyau6hsdmsy5025ku65w8f7dd0m6etpkghawvuh,3566624210,3555874273,10749937,5142,95,84,613243.9789473685,7101,2116666,612687.0714285715,7101,2116666,832324,8854.510638297872,25,57618,5065.987951807229,0,138066,219,13814,,1
58,3L15Rti64qJcPGkz5621SL6rFxRW4zju5A,177000,177000,0,2,1,1,177000.0,177000,177000,177000.0,177000,177000,6824,0.0,0,0,0.0,0,0,14,2,,0
59,1MCNx5udSzerkxYUZqH5y7yj14SfhEbmaR,995918242,995918242,0,127,61,62,11863696.68852459,547,59302635,11782264.483870968,547,59302635,15122993,251983.26666666666,0,2026223,247804.131147541,0,2068204,63,626,,0
60,14DR6mPAJxSNpCVMZ4vxKTSmgwAw4iSAzy,13272167,13267237,4930,15,14,12,948011.9285714285,1821,10000000,1105603.0833333333,13521,10000000,100556,5736.153846153846,0,16717,0.0,0,0,43,32,,1
61,1EgaCtG8vz9DVcdFfQk7QYGKCEUSdd57HF,903527,903527,0,8,4,4,225881.75,1344,702183,225881.75,1344,702183,15731862,5239014.666666667,34563,15605104,5241619.333333333,7102,15631603,593,7,,0
62,14N5cHbHxdWg7QuHGBSQLMZHx6vd6mUP37,11573214,11573214,0,2,1,1,11573214.0,11573214,11573214,11573214.0,11573214,11573214,140952,0.0,0,0,0.0,0,0,1,2,,0
63,1MXAaJFtq1ct6WbqrqdRWd6HTwUZULLxwF,157069,157069,0,2,1,1,157069.0,157069,157069,157069.0,157069,157069,1086943,0.0,0,0,0.0,0,0,3,32,,0
64,1Lg7uq1QxncrvMiF6rog2C63QMLi6nAFgE,3227415,0,3227415,1,1,1,3227415.0,3227415,3227415,0.0,0,0,0,0.0,0,0,0.0,0,0,1,1,,1
65,bc1qszk59l64yy5hmza36f8svp559f6eu8zqr39z38,1629053,1629053,0,4,2,2,814526.5,444722,1184331,814526.5,444722,1184331,94215,0.0,0,0,0.0,0,0,2,38,,1
66,1KxGCZByhj1mqexTjXvkuD7mksqv8aKtu,89165278,89165278,0,14,13,13,6858867.538461538,5947,44317271,6858867.538461538,5947,44317271,300718,25046.333333333332,667,81168,13.5,0,162,14,682,,1
67,3JK6kPjWLXh552HGbXsW2M3Nbo5pFmP4x3,203598,203598,0,2,1,1,203598.0,203598,203598,203598.0,203598,203598,295330,0.0,0,0,0.0,0,0,71,40,,0
68,3QoAFSfrfABon75ZV9xNRHfSFbnqgfUtcD,6157348,6157348,0,52,27,27,228049.92592592593,52607,1400810,228049.92592592593,52607,1400810,3093516,118568.0,1560,491724,118702.03846153847,0,503457,3721,920,,1
69,3MotTiSVcgZ4s6ADGnysgKWJk5atYdQzie,12420575,11121888,1298687,42,22,20,564571.5909090909,10000,1571561,556094.4,24784,1571561,15533731,739701.4761904762,213,4168598,802739.1052631579,1198,5537406,9383,3115,,1
70,33WnKukGy4A54HcyXBh56gRUY8tSzaxzja,7870200,7870200,0,8,4,4,1967550.0,121900,5352300,1967550.0,121900,5352300,11040356,3678450.0,351540,8977078,3642639.0,555826,8545733,16,118,,0
71,bc1qt6rvjy5f3u7pu60jmt2ssyn2rs9exru6haeeru,1068855,1068855,0,2,1,1,1068855.0,1068855,1068855,1068855.0,1068855,1068855,162827,0.0,0,0,0.0,0,0,8,7,,1
72,34YGpjUDj2KeeGR3E4DU4dQ9mWNbn77Key,1185830,1185830,0,2,1,1,1185830.0,1185830,1185830,1185830.0,1185830,1185830,534873,0.0,0,0,0.0,0,0,89,34,,1
73,19U5W9fTLGd4wv4s2SwoLdKMq8UgTVR6Nr,100510007,100510007,0,27,26,26,3865769.5,10000,39920000,3865769.5,10000,39920000,597063,12424.28,0,233876,0.0,0,0,26,25,,1
74,1Kp7ykZ3TxkcmbjvJWMjpmGGmWcAWVvmEB,896978,896978,0,2,1,1,896978.0,896978,896978,896978.0,896978,896978,289,0.0,0,0,0.0,0,0,3,1,,0
75,1G9WExV4eiE4LCUhkqWGCiNuGPUsNLce61,200804,200804,0,2,1,1,200804.0,200804,200804,200804.0,200804,200804,15570,0.0,0,0,0.0,0,0,4,1,,1
76,bc1qr4958fdpudymez97anupaf4p9nk5dyurs3mxm82mfttuaz5w0jdsh4herx,1224202135,1224202135,0,2,1,1,1224202135.0,1224202135,1224202135,1224202135.0,1224202135,1224202135,1312,0.0,0,0,0.0,0,0,1,4,,0
77,1MWUaJqeu7qgSEjAqh1nfhCaGkBKAAUiMn,7622134,0,7622134,1,1,1,7622134.0,7622134,7622134,0.0,0,0,0,0.0,0,0,0.0,0,0,1,37,,1
78,3FM1hA8euByHRcvXtRXN8r3LmdGsDh3wbP,8078523,8078523,0,2,1,1,8078523.0,8078523,8078523,8078523.0,8078523,8078523,10704,0.0,0,0,0.0,0,0,94,1,,1
79,32LmMtSu8YWa8KQwzQSpzwZ5fZk7m4GP9z,446012534,446012534,0,2,1,1,446012534.0,446012534,446012534,446012534.0,446012534,446012534,12674183,0.0,0,0,0.0,0,0,20,13,,1
80,382NhTYSmFvC8nn6xpH85fj7MErvup5j5j,7311631,7290830,20801,68,35,33,208903.74285714285,547,473737,220934.24242424243,79425,473737,20159646,592814.2941176471,1192,2682411,629952.5625,9349,2652613,506,714,,0
81,18ncMorZzTDnRQuofxn3tu4eYzi6uUuYmR,505591,505591,0,2,1,1,505591.0,505591,505591,505591.0,505591,505591,64577,0.0,0,0,0.0,0,0,2,3,,0
82,1HgwL7uzAuH2vgmwsHdC3wQGkqigtaLqJg,2585676,2585676,0,2,1,1,2585676.0,2585676,2585676,2585676.0,2585676,2585676,14655,0.0,0,0,0.0,0,0,3,3,,0
83,1DiskiHEtnDV3ixjHLchpiJFxVo8dQfy1q,1500000,1500000,0,2,1,1,1500000.0,1500000,1500000,1500000.0,1500000,1500000,47718,0.0,0,0,0.0,0,0,4,101,,1
84,18J6WyqUsTgmmLFW3aLhRAdAinVCzRGPxV,2420259,2420259,0,2,1,1,2420259.0,2420259,2420259,2420259.0,2420259,2420259,175925,0.0,0,0,0.0,0,0,1,3,,1
85,1CGRdCUR95GxZZm2nQPotQXjxqcMTFJrMR,26606739,26606739,0,2,1,1,26606739.0,26606739,26606739,26606739.0,26606739,26606739,11303478,0.0,0,0,0.0,0,0,9,3,,1
86,bc1qrs5tp52gr29v3v7ea8lvdlsfkcupjkrw73094y,1972162937,1972162937,0,455,66,67,2653729.3484848486,252918,8693320,2647503.343283582,252918,8693320,7500153,114339.21538461538,111,2071246,113638.68181818182,0,2072188,86,7186,,0
87,332yL2rKErcw9WFFqXggGpWmKbKNNQvdvM,23903759,22635599,1268160,38,21,18,1138274.238095238,240004,4885820,1257533.2777777778,308591,4885820,10170337,508516.85,95,2621005,497969.76470588235,0,3017604,8424,776,,1
88,bc1qhcme70shq7ufzapy4a686fhpd5wqxtdnyzq246,4961518,4961518,0,6,5,5,992303.6,13003,2436857,992303.6,13003,2436857,187617,39563.75,2135,85730,41791.0,2135,85730,2,6,,0
89,198vSfEgP9iCLAc1ddfPp6TdwXmaUPiPts,44397151528,44397150981,547,5334,52,51,7128478.653846154,547,55960000,7268242.019607843,165500,55960000,11429356,224094.568627451,600,1805713,228587.12,0,1803952,83,401,,0
90,3DiWP3kVb8nVPs614YpzF5Ygyoc2VPezCB,46126,46126,0,2,1,1,46126.0,46126,46126,46126.0,46126,46126,179281,0.0,0,0,0.0,0,0,50,17,,0
91,39QonxrWw21VurJuqKgf8dhE6boygVJoQv,2494987042,0,2494987042,6,6,1,415831173.6666667,547,2419815358,0.0,0,0,30199696,6039939.2,0,15437078,0.0,0,0,50,1879,,1
92,1HnAq8sVncbdEyqmHoJt6MyFseaNCPnhzd,77860142,77860142,0,867,97,112,89635.92783505155,933,109420,84748.69642857143,933,109420,12411622,98313.28125,0,760563,94398.96396396396,0,5624269,207,456,,1
93,3EmcSR1JMXKYKry5YGXFu91PaFmPkpwYTg,107520458,107457758,62700,675,58,59,252390.60344827586,62700,613332,256305.74576271186,89046,613332,6134378,107562.12280701754,0,2521081,67820.27586206897,0,677845,39011,504,,0
94,bc1q2gc99krrklcmp4scfa63jhkz742tm9wr64r647,20683768,20683768,0,2,1,1,20683768.0,20683768,20683768,20683768.0,20683768,20683768,398,0.0,0,0,0.0,0,0,1,3,,0
95,3J9TbdKsnp9NFMa2KerEQcHgQYoyHYZgwp,213400901,213400901,0,8,4,4,53350225.25,37500,113000000,53350225.25,37500,113000000,50671673,16834905.666666668,7048,46637833,16885688.0,0,38306193,97,6,,1
96,1252NnPXaxc3tkTCGDmvfbXNcU4mfPCCyo,2647567242,2647549691,17551,7493,80,92,122410.55,9149,2199089,112189.41304347826,7886,2199089,2080742,5952.987341772152,101,30882,22865.296703296703,0,1569542,935,13350,,1
97,bc1qcp46t9qumkj8uamsw86v9493nl7ssae2huqpg8,361000,361000,0,2,1,1,361000.0,361000,361000,361000.0,361000,361000,81391,0.0,0,0,0.0,0,0,6,86,,1
98,bc1qmvgqyrknta0sl8vljm5ty38p3awtvh50tr644y,134625,124395,10230,6,5,4,26925.0,10230,46581,31098.75,16891,46581,12548626,3137156.5,667956,7245005,3129902.3333333335,493772,7245005,1,6,,0
99,bc1q797whglnhfnqn3762y05z65wpcg0ga7ldp6d39,19888995,19888995,0,37,35,35,568257.0,501277,785375,568257.0,501277,785375,9460963,277053.73529411765,252794,433549,34578.94117647059,0,1175684,2,8081,,0
100,16wridEeVJWZThArY28JymrGQdMNFE9DhV,811014,811014,0,7,4,4,202753.5,22946,578299,202753.5,22946,578299,509601,148889.33333333334,28068,249288,144546.33333333334,0,347992,35,100,,0
101,bc1q60mlmvu4tnj7j70g2uhx4ur623hssmlwxwhzqkjl4henxmd3ds0q0dfmxn,84958320,84958320,0,2,1,1,84958320.0,84958320,84958320,84958320.0,84958320,84958320,2037,0.0,0,0,0.0,0,0,1,3,,0
102,1ML39H2jqzeDVKY18kHGT7136w1s5KXLCA,624252,624252,0,2,1,1,624252.0,624252,624252,624252.0,624252,624252,1735,0.0,0,0,0.0,0,0,1,3,,0
103,1956A9tqz8sYRe3Q5aAi88KW7wKQ2YSj1c,600407119,600407119,0,6,3,3,200135706.33333334,430000,500000000,200135706.33333334,430000,500000000,30319720,15159860.0,4684882,25634838,15159860.0,4684882,25634838,7,6,,0
104,36xVeT935BGJChrwFvbLXNyQMiWVXL8PCX,343250558,343250558,0,1199,88,205,451603.1590909091,71696,2693006,264697.73658536584,41860,2693006,28698473,6525.528735632184,0,55899,140659.6911764706,0,28387248,99,44,,0
105,bc1qwcd3f97rv5jmh6yw6uxty569lnz5lc0sgs3kn3,4960000,4960000,0,2,1,1,4960000.0,4960000,4960000,4960000.0,4960000,4960000,12077549,0.0,0,0,0.0,0,0,1,7,,0
106,1D6PKcnkmNnVXwxNe2kwZXdGxAh2gRoLrr,34789942,34789942,0,2,1,1,34789942.0,34789942,34789942,34789942.0,34789942,34789942,1581,0.0,0,0,0.0,0,0,1,9,,0
107,16nv3ehWKb4NdLBUnzj6T8mnpG6gVvhWKv,20720000,20720000,0,5,3,3,6906666.666666667,760000,10000000,6906666.666666667,760000,10000000,301033,366.5,0,733,81747.0,0,163494,8,74,,1
108,bc1quvxemsv4adf44yrv4nw3sk8l6wpavwlktqcl8v,347222805,346925440,297365,318,98,95,1110182.5612244897,5369,6679500,1142110.8,5369,6679500,3741087,38567.907216494845,46,400328,39766.617021276594,0,401412,49,588,,1
109,36BnrutxBAPVGH1gnJ8DvCNyyhSjUALZkA,102105240,102105240,0,2,1,1,102105240.0,102105240,102105240,102105240.0,102105240,102105240,16642,0.0,0,0,0.0,0,0,54,2,,1
110,bc1qsg2afkvzr9lnj4hln8v9dfta7g4y56deaxm9rz,320534,317997,2537,3,3,2,106844.66666666667,2537,225680,158998.5,92317,225680,2952,1476.0,798,2154,0.0,0,0,1,8,,1
111,3BBk9Jba6PyHGAhY6sEgJvQMfvEqXF6sVH,3990723,0,3990723,2,2,1,1995361.5,1790723,2200000,0.0,0,0,355275,0.0,0,0,0.0,0,0,2,27,,1
112,bc1qlhh2pzmedm672cxmsxj58pnzjz8rgpt2h5uv6x,28825708,28825708,0,14,10,10,2882570.8,2486966,3107000,2882570.8,2486966,3107000,2253699,233268.33333333334,7159,1277473,223062.77777777778,0,1405631,17,359,,1
113,16JL8g7QQthYorTCkjJNE7Yhm7M3DyVyNZ,5295984330,5295984330,0,135,60,60,74602904.56666666,546,903400823,74602904.56666666,546,903400823,49710866,842275.1186440678,0,20384541,842432.5084745763,0,20370687,100,4338,,1
114,17BFuYMytgVD76ds9Ydj39tYxBoXRX63KV,15145752,15145752,0,2,1,1,15145752.0,15145752,15145752,15145752.0,15145752,15145752,1609,0.0,0,0,0.0,0,0,1,3,,1
115,3DtkpP9ftHXp8NwjGdDwK35yX9JEMYiW8M,5567271,5291458,275813,36,19,17,293014.2631578947,78593,597791,311262.23529411765,177460,597791,11207713,551584.5,74796,1265304,561104.9375,91555,1529634,977,1542,,1
116,16z1nWRJDcbgDzyQFY62Q37gGHG2duWvKS,65923601162,65870788074,52813088,8344,85,33,1542240.5647058825,90667,8828645,2938019.9696969697,1346664,8828645,57620446,685957.6904761905,0,26740263,943455.4375,0,7185426,179,1329,,0
117,bc1qmyqu36vw45hgml7xjf3sl3uane0xkxc9lvlh56,16603345,16603345,0,50,33,33,503131.6666666667,98997,1729747,503131.6666666667,98997,1729747,1247995,38982.28125,1113,269438,37566.0625,0,203580,66,1387,,1
118,1AjaqokMBPSD4ntfgPbmG7vqPgC4AJKcLG,4160058,4160058,0,2,1,1,4160058.0,4160058,4160058,4160058.0,4160058,4160058,1450,0.0,0,0,0.0,0,0,1,23,,1
119,bc1qu5w2as670lv6vpe2h2t9wkg67k7s297uvlp6t5,505521413,504705198,816215,45,43,41,11756311.930232558,10119,81604303,12309882.878048781,28198,81604303,7509187,178790.16666666666,63,989614,187449.45,0,989614,8,385,,1
120,3Kb3AJM1A7Aaup4yPs6L2yVnb8YeU3Nnn4,22102243,22102243,0,44,22,22,1004647.4090909091,382278,6302961,1004647.4090909091,382278,6302961,15216659,717962.3333333334,22809,3128220,724560.4761904762,0,3128301,3251,56,,0
121,bc1q5jvlqld57e36pz7nlv7gj0adrlyrpsjgla94wm,173303,173303,0,2,1,1,173303.0,173303,173303,173303.0,173303,173303,3753637,0.0,0,0,0.0,0,0,12,2,,0
122,3DtwfJ3UGEveLHCFmaWAhBR1zH9y9L3m1B,194101332035,194101332035,0,3957,99,100,22667244.616161615,999362,153999646,22450116.28,954411,153999646,21589177,166023.18367346938,0,3541392,218007.1313131313,0,5318905,3,338,,0
123,bc1q6cycftyyyykzcqwk93kpsuahzxnv426eqasmg0,561918,561918,0,2,1,1,561918.0,561918,561918,561918.0,561918,561918,24543,0.0,0,0,0.0,0,0,1,39,,1
124,3FhnzQj2mp3kXaaxee9mYL5jqLfiCtcxuh,148000,148000,0,4,2,2,74000.0,8000,140000,74000.0,8000,140000,816,0.0,0,0,0.0,0,0,7,55,,0
