,Address,Total_Rec,Total_Sent,Balance,N_TX,N_Rec,N_Sent,Avg_Rec,Min_Rec,Max_Rec,Avg_Sent,Min_Sent,Max_Sent,Time_Between_FirstLast,Avg_Delta_Rec,Min_Delta_Rec,Max_Delta_Rec,Avg_Delta_Sent,Min_Delta_Sent,Max_Delta_Sent,Unique_Rec,Unique_Sent,Month
1814,bc1q40fau429nqxz533934u2aq7gf7pz5vkdk7exdj,596753,596753,0,2,1,1,596753.0,596753,596753,596753.0,596753,596753,2138618,0.0,0,0,0.0,0,0,37,3,2
1815,bc1qzy3l2xjmkvxzqst5eh4echvwqp40ljjx7jq7h8,67136199,67136199,0,28,21,21,3196961.8571428573,131700,20190000,3196961.8571428573,131700,20190000,1729814,76546.85,0,1112964,82188.5,0,1113268,37,53,2
1816,3DTH7BMzXVeXXmntRuv649EvioifZr6nLy,3000,3000,0,2,1,1,3000.0,3000,3000,3000.0,3000,3000,7740,0.0,0,0,0.0,0,0,8,2,2
1817,37vjH77fcLi284qG8eJtAANnmb49jjHX6C,2711140,2711140,0,2,1,1,2711140.0,2711140,2711140,2711140.0,2711140,2711140,8749,0.0,0,0,0.0,0,0,6,3,2
1818,1Px9pAGYB9fv3gAPYkSgrAuaL3wa8h3o9T,9970962,9970962,0,15,14,14,712211.5714285715,48680,1319424,712211.5714285715,48680,1319424,4890990,372352.46153846156,0,2974026,331815.0,0,2974026,5,9,2
1819,bc1qef0qa48h0cvev4s6ganllnssxzlza6zjwp76yx,302544,302544,0,6,5,5,60508.8,3389,132747,60508.8,3389,132747,319338,63419.25,12254,145869,76771.0,0,158788,1,3,2
1820,bc1qpewkxcg0hrdcrcfzzg5tagvlhnddytntkss3np,3412236,3412236,0,15,13,13,262479.6923076923,53836,947057,262479.6923076923,53836,947057,195673,16306.083333333334,0,103012,16006.666666666666,0,102102,4,12,2
1821,1BLYjm1LS2uufKbaDFnqJgghepX64btT4Q,7070864,7070864,0,18,9,9,785651.5555555555,316660,2040843,785651.5555555555,316660,2040843,131173981,16393143.75,9138,130263976,16331577.375,765,130240894,3724,132,2
1822,bc1qmd7nqgu5mfu5aa39qvrfhyu7d6g6y9urjlm7kg,12708,12708,0,2,1,1,12708.0,12708,12708,12708.0,12708,12708,13074,0.0,0,0,0.0,0,0,8,27,2
1823,bc1qauy9nwhyz55tqm7kt7hx5cyepvrrq7ky3hjwfd,49400906,49396870,4036,216,100,118,287965.94,1627,2132550,251570.88983050847,1963,2132550,11084316,111962.78787878787,0,1300915,94737.7435897436,0,2150995,21,129,2
1824,bc1qdufk4twv8qa7dkzw4c3hlf2dm9ca2tw65eqcpw,15037146,15037146,0,2,1,1,15037146.0,15037146,15037146,15037146.0,15037146,15037146,3629,0.0,0,0,0.0,0,0,1,2,2
1825,bc1qnqx9a8shuanlxww0dazmaz3yj2yptkf6fs8e8k,540358,540358,0,2,1,1,540358.0,540358,540358,540358.0,540358,540358,113580,0.0,0,0,0.0,0,0,1,5,2
1826,bc1qhcrrpfw5dyzez6rq9rewzq32jy5f0q29kx6w69,496916,496916,0,2,1,1,496916.0,496916,496916,496916.0,496916,496916,350696,0.0,0,0,0.0,0,0,1,3,2
1827,bc1qcggxf4xdawnqumnkgccnqd8vf8meyfv60gw2tr,1000000,1000000,0,2,1,1,1000000.0,1000000,1000000,1000000.0,1000000,1000000,3241,0.0,0,0,0.0,0,0,5,5,2
1828,3GhEhULHpD8U8ydXbY8Vtj67xvMyE2Z4jb,13364395,13364395,0,44,22,22,607472.5,13393,7143400,607472.5,13393,7143400,38623478,1583481.761904762,52530,18162125,1776241.7142857143,0,16793426,4000,1326,2
1829,19xk4YA3WxDUEN52QQC9aPBjaiNAU8aW5w,114038886,114038886,0,81,56,56,2036408.6785714286,6595,4714291,2036408.6785714286,6595,4714291,6301157,114545.98181818181,0,2248336,114566.4909090909,0,1997131,78,58,2
1830,bc1qeqp2we5gt6m78jmga3mn9qdqxgks56hlpfwkvs,6279647,6279647,0,13,7,7,897092.4285714285,186684,1393000,897092.4285714285,186684,1393000,506099,72759.33333333333,11252,106073,72624.16666666667,0,168118,20,284,2
1831,bc1qnx5af2unknhjm6yz64j0dhrtdtr6aflfmxt0wrs9tm6qh9elsscsjwgtte,1000000,1000000,0,2,1,1,1000000.0,1000000,1000000,1000000.0,1000000,1000000,13338234,0.0,0,0,0.0,0,0,1,3,2
1832,3AmKX1JrP9rNSPH5weF6QfCF5SYyjWZJAZ,431461,431461,0,2,1,1,431461.0,431461,431461,431461.0,431461,431461,2726,0.0,0,0,0.0,0,0,1,2,2
1833,bc1qqyj2zrfxvq5hvghh5hyaly7589jsznvj3z0f3t,4618273,4618273,0,2,1,1,4618273.0,4618273,4618273,4618273.0,4618273,4618273,3007,0.0,0,0,0.0,0,0,2,173,2
1834,1NaAvVQjNnr1sjsBR456TRmDoKdFJBbtVs,435207,435207,0,2,1,1,435207.0,435207,435207,435207.0,435207,435207,874759,0.0,0,0,0.0,0,0,694,5,2
1835,bc1quxw3dtrp2uz63uwdjsuknwhtfgpn7tqpg7mmuj,18725,18725,0,2,1,1,18725.0,18725,18725,18725.0,18725,18725,9577966,0.0,0,0,0.0,0,0,1,2,2
1836,38ZT2DhdjGaKsTF3g19CYvUabrK35X9eSa,17796043,17796043,0,2,1,1,17796043.0,17796043,17796043,17796043.0,17796043,17796043,19114,0.0,0,0,0.0,0,0,1,3,2
1837,bc1qazaj9e55k6zch5623a0x7za2ratvzscsassa8wf4w2auyk0vhrfst07pqz,2289664,2289664,0,2,1,1,2289664.0,2289664,2289664,2289664.0,2289664,2289664,224,0.0,0,0,0.0,0,0,3,1,2
1838,3FkMT637EKY4YPnR1tGtrXERZ3VroSDuxQ,513364,513364,0,53,27,27,19013.48148148148,4791,33700,19013.48148148148,4791,33700,4108978,157591.26923076922,375,496853,154731.23076923078,0,514521,11305,17,2
1839,37XKWKiqBQj25UiFssRH2FxfwEpqXz3vWb,131813433489,131813433489,0,12985,99,140,11218838.949494949,80987,321619540,10566210.642857144,80000,321914161,37387,345.8673469387755,0,13432,268.9712230215827,0,13432,153,93,2
1840,3NNZ9VgxbDdXYcWxAkG1z2BX69iYhLjUXt,3671129,3327417,343712,20,13,8,282394.53846153844,20439,772948,415927.125,114153,772948,22169353,425174.5,12476,2234140,3166371.0,0,17164086,477,1785,2
1841,1KNNytFnTPBNxtoUkegNJePnDQMxs37Zhh,85586700,85586700,0,257,55,56,1042900.0,314500,1755800,1033019.6428571428,314500,1755800,4297314,78453.03703703704,243,3003502,78132.98181818181,0,2934158,1131,218,2
1842,3Ltx8muwqQhzsAH75bo5t2TCceGdMWRcnJ,5540884,5540884,0,3,2,2,2770442.0,2340884,3200000,2770442.0,2340884,3200000,2068799,0.0,0,0,0.0,0,0,524,11,2
1843,396FEcrT36b7g5JZ9rHReeqyStbQwadPo6,110151029,110151029,0,6,3,3,36717009.666666664,170278,100000751,36717009.666666664,170278,100000751,33589052,16791063.0,2183521,31398605,16732706.5,13206105,20259308,209,49,2
1844,1HkorSbJX1mvSqCpcVDFteTXSjUL1y3Fa1,11692,11692,0,2,1,1,11692.0,11692,11692,11692.0,11692,11692,24787253,0.0,0,0,0.0,0,0,98,57,2
1845,16MhdywUyfUfdKmESvnxRjtajnB8x4Mmfr,77791210,77791210,0,201,54,54,877450.0925925926,77967,9804903,877450.0925925926,77967,9804903,12625755,238046.96226415093,0,1279797,237771.94339622642,0,1253881,1472,103,2
1846,1DaExbD8tUC2NWC393TicRYz8PvJcxcsVa,60002274,60002274,0,2,1,1,60002274.0,60002274,60002274,60002274.0,60002274,60002274,96881,0.0,0,0,0.0,0,0,1,3,2
1847,bc1qnc7evtpaqftpacltwahgyvgjksnm3xwaydneva,2184390,2184390,0,2,1,1,2184390.0,2184390,2184390,2184390.0,2184390,2184390,377832,0.0,0,0,0.0,0,0,677,2,2
1848,3QxHFAvWgR2t7xWt5atzZPouuVN6xZuSXb,53325006,53325006,0,26,14,14,3808929.0,1001033,9259567,3808929.0,1001033,9259567,3768721,237.0,0,2113,289335.3846153846,0,1695226,794,169,2
1849,1NRXyS2y9qGsbnonR88cqHxjGWz5GGd56n,154196,154196,0,2,1,1,154196.0,154196,154196,154196.0,154196,154196,495717,0.0,0,0,0.0,0,0,2,66,2
1850,3PUzz41H9wmtuie2RKZHCXdJ5fqm6vx1vD,71438117,71438117,0,295,58,62,255173.75862068965,53000,572263,263227.06451612903,53000,800000,1998431,33999.42105263158,1380,259968,32761.16393442623,0,342483,4156,44,2
1851,1BvQnpPub5MRPshxMsnszyLaQfBwKnqfqH,2797550,2797550,0,76,52,52,53799.03846153846,777,386870,53799.03846153846,777,386870,1408019,7474.686274509804,0,178259,27608.21568627451,0,928377,71,93,2
1852,1DeRzERf63zBiTCCnVT1FPRvkqsuZw5yaB,695618,695618,0,2,1,1,695618.0,695618,695618,695618.0,695618,695618,205,0.0,0,0,0.0,0,0,1,41,2
1853,bc1qvw9n78jp24sd3gpefn7xl7hwyjjlg7qt499lwj,20393436,20393436,0,48,30,30,679781.2,52823,6751552,679781.2,52823,6751552,27840140,959814.551724138,9576,22020699,947894.6551724138,0,21783571,53,83,2
1854,39guf2x8xj52iCoJyuzwdBEuyxnmuqyTaE,22693,22693,0,2,1,1,22693.0,22693,22693,22693.0,22693,22693,75339,0.0,0,0,0.0,0,0,497,89,2
1855,bc1qjc2t6jzzqgyzfd9fnw05z9mw3z489cjwxwfs9c,3897960,3897960,0,2,1,1,3897960.0,3897960,3897960,3897960.0,3897960,3897960,25046,0.0,0,0,0.0,0,0,2,3,2
1856,bc1qpd4x9rl83qvurcj4ksvrj0enel0jk0fuq06jhk,52327927,52327927,0,53,38,38,1377050.7105263157,26761,7763108,1377050.7105263157,26761,7763108,33887239,915725.8648648649,358,12449935,730341.2972972973,0,5668285,60,3101,2
1857,bc1qklw33vl95lh3m93vnurx9a8mkk9muyllgcmwm2,36412258,36412258,0,191,59,59,416985.27118644066,43000,3815570,416985.27118644066,43000,3815570,7838845,131585.05172413794,0,692182,134323.9655172414,0,710193,73,189,2
1858,1F2zqbkCJHS2STi2jK81Cvtet6L8Dprfu7,237133,237133,0,2,1,1,237133.0,237133,237133,237133.0,237133,237133,0,0.0,0,0,0.0,0,0,1,2,2
1859,3NP7HaSDKka87BrLHD99oJ1n1SBXQE7qLe,810736,810736,0,2,1,1,810736.0,810736,810736,810736.0,810736,810736,239816,0.0,0,0,0.0,0,0,32,13,2
1860,bc1qj3q03hyme0qcktdn0rur078233jchlh2f2nmj8,1313232,1313232,0,2,1,1,1313232.0,1313232,1313232,1313232.0,1313232,1313232,235,0.0,0,0,0.0,0,0,1,3,2
1861,bc1qy4xndg0knzdj672p6v9us3tzsx48ejau7pj87y,12144881,12144881,0,23,13,13,934221.6153846154,139810,2472049,934221.6153846154,139810,2472049,38505281,3208763.8333333335,0,14486576,3208773.4166666665,0,14486691,13,869,2
1862,3D4dBeB1W868KDLR1yetnD4cUXNVA3ZH5b,102300,102300,0,2,1,1,102300.0,102300,102300,102300.0,102300,102300,573,0.0,0,0,0.0,0,0,2,3,2
1863,1AMR3rbU4XjihSpcbGHcx9JvBAQKzGyyes,13874169610,13874169610,0,1756,51,51,15874191.901960785,1234183,95242527,15874191.901960785,1234183,95242527,3479641,68782.36,3320,260541,69407.78,0,266386,1275,25,2
1864,35e2wZtzeFHFMU4aUiV6HnavFyWKQxH6d1,1548392,1548392,0,2,1,1,1548392.0,1548392,1548392,1548392.0,1548392,1548392,223,0.0,0,0,0.0,0,0,2,2,2
1865,3MVQUKAezq53R8Vku6SHFavsScJGwkzt1i,132477112,132477112,0,2,1,1,132477112.0,132477112,132477112,132477112.0,132477112,132477112,741,0.0,0,0,0.0,0,0,1,3,2
1866,3DL2SAauX4jG8DZiDkDi5P9jG52VcXP5wo,5273331,5273331,0,86,47,47,112198.53191489361,25845,256709,112198.53191489361,25845,256709,15559436,334464.52173913043,146,7604279,332291.02173913043,0,7644788,5701,2357,2
1867,bc1qefvx073q729pkwcdkyeydgnmlh4hnns8se8yun,1682548,1682548,0,2,1,1,1682548.0,1682548,1682548,1682548.0,1682548,1682548,0,0.0,0,0,0.0,0,0,1,3,2
1868,3Db4bdPVFCHJ6xSCqTe94ynLAxdudWT8dN,72830,72830,0,2,1,1,72830.0,72830,72830,72830.0,72830,72830,130603,0.0,0,0,0.0,0,0,687,3,2
1869,bc1q9wu7kwyfw7el0ssgc6e6pknyjyc05gwpuennf8,1568,1568,0,2,1,1,1568.0,1568,1568,1568.0,1568,1568,162614,0.0,0,0,0.0,0,0,3,3,2
1870,32xNppt3h9TQpU8k9stkUrr2pgoeBf19nF,14553055,14553055,0,2,1,1,14553055.0,14553055,14553055,14553055.0,14553055,14553055,74808,0.0,0,0,0.0,0,0,177,5,2
1871,bc1qffjxfalupdspds6m6wt2r0u0usqdarkym69mqk,16244,16244,0,2,1,1,16244.0,16244,16244,16244.0,16244,16244,251335,0.0,0,0,0.0,0,0,5,3,2
1872,38MRzeXetGWc1mDYMYisTzqKYkSYvjL1xB,219458,219458,0,10,5,5,43891.6,31561,56631,43891.6,31561,56631,12322489,3071064.5,2595197,3780649,3064450.0,2559603,3787619,1940,107,2
1873,bc1q6s2hdw490gase5mxkpdtmdv72twstk50kv5r0f,159588,159588,0,2,1,1,159588.0,159588,159588,159588.0,159588,159588,799577,0.0,0,0,0.0,0,0,49,73,2
1874,bc1qhhtgnackl5qtuzcl3vutwud04egmmghdarmdqn,2993798,2993798,0,18,10,10,299379.8,12360,491564,299379.8,12360,491564,96312,10432.666666666666,0,44079,10616.333333333334,0,45136,9,430,2
1875,3MsfHv3wAQ7ob5qC9QtPYYCtcDaLLJoGEj,293669275,293669275,0,154,50,52,2409697.88,98226,7239308,2477474.3846153845,98226,7239308,30041788,612062.8775510204,61,11060892,588389.5882352941,0,11130200,634,335,2
1876,32gjZGCYKbeVAP7LmyeFjkQXeKXmqf38eA,158870,158870,0,2,1,1,158870.0,158870,158870,158870.0,158870,158870,24955,0.0,0,0,0.0,0,0,91,2,2
1877,3NoMbFJ6y2jHhhcwguZWJMvHPXVrTdoNeh,515616,515616,0,2,1,1,515616.0,515616,515616,515616.0,515616,515616,5123,0.0,0,0,0.0,0,0,53,1,2
1878,bc1qf83rx33njjd6rd370jv0ywn3z97w32ezxtx34m,97584465310715,97582896725141,1568585574,67971,100,100,473868148.82,1094200,1476029912,475722603.82,1094200,1476102012,55461,560.2121212121212,8,4664,560.2121212121212,0,4664,2,98,2
1879,bc1quysqh6u9sgzr2vqa3wws89z86tn4mvxhc4pk58,11447080,11430516,16564,214,99,98,50852.15151515151,586,441791,53530.61224489796,1004,441791,11515198,117502.02040816327,138,865188,116998.40206185567,0,891722,37,824,2
1880,bc1q0kt3m50ygvpqede9203llu4yr3cfawp7cp737g,3809272,3809272,0,2,1,1,3809272.0,3809272,3809272,3809272.0,3809272,3809272,699858,0.0,0,0,0.0,0,0,1,2,2
1881,3NVy6a7qXpU4Ae1gAd9SC2MN9NAK17rrzx,13411473,13411473,0,4,2,2,6705736.5,2200000,11211473,6705736.5,2200000,11211473,12817,0.0,0,0,0.0,0,0,250,3,2
1882,3Q9JbVJF2oXuUjYDfyuZxccD6BekxuJopt,124062,124062,0,2,1,1,124062.0,124062,124062,124062.0,124062,124062,314882,0.0,0,0,0.0,0,0,988,2,2
1883,3D83ZcPNHEroddfAXVvHRpsN1w8zjJkvX6,54760000,54760000,0,190,51,51,444117.64705882355,200000,700000,444117.64705882355,200000,700000,2702043,53993.52,2669,141960,54023.82,0,141671,1130,694,2
1884,336eGTim8AiWsfWfFyMa6EwieKoyQUvXct,1055297,1055297,0,18,9,9,117255.22222222222,48145,167552,117255.22222222222,48145,167552,4413281,543608.375,81895,3118737,505194.25,83686,3060685,3488,25,2
1885,bc1qnfg2ppuzas8rye8eu388xx35pgre9z8vqyz4e0,222941,222941,0,2,1,1,222941.0,222941,222941,222941.0,222941,222941,565,0.0,0,0,0.0,0,0,3,127,2
1886,bc1q8zsm0atq2hjfr98tsutek9q8wsu3q9hdh0l5jy,99212783,99212783,0,2,1,1,99212783.0,99212783,99212783,99212783.0,99212783,99212783,112,0.0,0,0,0.0,0,0,1,3,2
1887,18tZtk9fTxAU9AgmGn9kvC8ZgVPyocmV9t,2054223076,2054223076,0,2853,52,52,575329.0384615385,58001,3985392,575329.0384615385,58001,3985392,4558116,88708.94117647059,182,262143,89112.8431372549,0,316782,1263,1409,2
1888,39Ad45VvnLDoPYDUgERSu7QGNGvnFZuwae,745950360,745950360,0,15,8,8,93243795.0,14948446,200000000,93243795.0,14948446,200000000,22883506,3268990.1428571427,5699,14316608,3268958.1428571427,0,14318009,9,4,2
1889,17wdBPTXGoyFnTFeJw73qZ1Uw7NEZkk6EV,385622585,385622585,0,1511,50,50,353422.14,47111,1476012,353422.14,47111,1476012,6155547,125574.04081632652,75,681273,125511.48979591837,136,690693,75,193,2
1890,391Lv5Jb8B7bvi313A4iy3vE8CfJLajasG,38900,38900,0,2,1,1,38900.0,38900,38900,38900.0,38900,38900,2108,0.0,0,0,0.0,0,0,385,2,2
1891,1FdmzZpPh9ShMkL1dDdE7xd9eQXe16casD,4362154,4362154,0,289,13,92,22589.46153846154,13954,23892,22309.521739130436,3866,26068,1047950,86433.08333333333,85315,87420,9435.131868131868,0,597971,4298,6748,2
1892,bc1q0ytgk8euhej4x3655nua2cptqus2utkv4av2w5,89291189,89291189,0,2,1,1,89291189.0,89291189,89291189,89291189.0,89291189,89291189,0,0.0,0,0,0.0,0,0,1,3,2
1893,bc1qnlzjcxhx5ra8aq6kj4wgy60x2mxx9qsgmavx4g,136119722,136119722,0,2,1,1,136119722.0,136119722,136119722,136119722.0,136119722,136119722,0,0.0,0,0,0.0,0,0,1,3,2
1894,bc1qufykdtp5n4de60ss6rlgcuvdsyayqu45nvf5qe,1205246,1205246,0,2,1,1,1205246.0,1205246,1205246,1205246.0,1205246,1205246,192,0.0,0,0,0.0,0,0,1,2,2
1895,3ANMAYYTKpRJPmqScaeTp6q56Ya3fGAyiS,126749,126749,0,2,1,1,126749.0,126749,126749,126749.0,126749,126749,45961,0.0,0,0,0.0,0,0,618,2,2
1896,1J6yCDts1sry1K7BdxXxrCuswtFTqP3yRn,121336,121336,0,2,1,1,121336.0,121336,121336,121336.0,121336,121336,7059,0.0,0,0,0.0,0,0,124,1,2
1897,3PqJiSLz2j2Hi395Zeyfrx4u2CjVDxVV9k,18104,18104,0,2,1,1,18104.0,18104,18104,18104.0,18104,18104,1086424,0.0,0,0,0.0,0,0,197,2,2
1898,bc1qdf3xfc9w6c4vuexf3h5lly9wedgxfatwax4wcz,3049935,3049935,0,30,15,15,203329.0,55198,295509,203329.0,55198,295509,8544939,609936.2857142857,717,2311262,610134.1428571428,0,2300611,61,38,2
1899,36N5eKhCm5xF7sxpkAQcYJhqSKkmnCuAiC,135413,135413,0,7,4,4,33853.25,11106,69899,33853.25,11106,69899,947113,226434.66666666666,100117,336401,272156.3333333333,0,508113,4,103,2
1900,bc1q4ppe6rkctagahhfpzjeupf5nwu9yyr5uvyqcfe,95674458,95674458,0,47,46,46,2079879.5217391304,7185,17000000,2079879.5217391304,7185,17000000,12794622,236468.93333333332,707,1310327,284309.22222222225,0,2153520,42,28,2
1901,bc1qlrva743lzhgcmnnp3pv25qhd5lu6aalk9tm7ek,365957,365957,0,2,1,1,365957.0,365957,365957,365957.0,365957,365957,5447675,0.0,0,0,0.0,0,0,1,3,2
1902,bc1q35x45prd03xzmdd22rvptdmudt3j204wamnh0n,792480,792480,0,2,1,1,792480.0,792480,792480,792480.0,792480,792480,26128,0.0,0,0,0.0,0,0,14,13,2
1903,bc1qu0gwycrx6evh58sz2g8tp3evfn7draw5adr4nu,2600,2600,0,2,1,1,2600.0,2600,2600,2600.0,2600,2600,3343158,0.0,0,0,0.0,0,0,6,2,2
1904,bc1qxcdznerr7afdtpzsltmfetm4dzltp0hp47rgsj,14831163,14831163,0,23,22,22,674143.7727272727,1680,3839218,674143.7727272727,1680,3839218,7514980,357814.6666666667,0,3748337,356894.14285714284,0,3756356,6,470,2
1905,bc1qcz6ysxpnqtt83r8w2czw5jtlk32j9k09mlwwaglumta38fgyy3asst5rzx,1840362,1840362,0,2,1,1,1840362.0,1840362,1840362,1840362.0,1840362,1840362,37321,0.0,0,0,0.0,0,0,1,3,3
1906,3AmC3bLGo5X94s2rNizhKM2xA77vo6X9hg,22506835,22506835,0,32,16,16,1406677.1875,104355,12764615,1406677.1875,104355,12764615,9189298,592060.5333333333,0,2309121,609473.1333333333,14101,2562491,258,1335,3
1907,3ELUXCLURhsxXzeyEzmuSGRGMNLrJWmDVC,9033,9033,0,2,1,1,9033.0,9033,9033,9033.0,9033,9033,2544,0.0,0,0,0.0,0,0,1,84,3
1908,bc1qvnfx2le98hglcts5efpt9cqxlj880j8u3g3rwc,14754586459,14754586459,0,456,61,61,19308902.606557377,100000,272196000,19308902.606557377,100000,272196000,38344559,638037.2166666667,0,14958900,638992.3333333334,0,14962636,44,151,3
1909,3HMgYY5ukM2X9pXFvXMfBMfr7JPM6gtSd9,94288,94288,0,3,2,2,47144.0,3944,90344,47144.0,3944,90344,76767,0.0,0,0,0.0,0,0,4,204,3
1910,3EahxqG5ZKKAsWdMDjrT1VgTce9Vw593yQ,1098376,1098376,0,18,10,10,109837.6,58100,145295,109837.6,58100,145295,4593262,500691.44444444444,490,1029376,509151.22222222225,0,1024618,13,65,3
1911,bc1qvjlk7dkltm6fw8s7vrgqu8ugn7vffjmfqkvx8d,40761,40761,0,2,1,1,40761.0,40761,40761,40761.0,40761,40761,945479,0.0,0,0,0.0,0,0,4,2,3
1912,3FSEjXcU2CZJVdGvk3KZVRz6ARHSEHbqpF,79869469,79869469,0,2,1,1,79869469.0,79869469,79869469,79869469.0,79869469,79869469,3995988,0.0,0,0,0.0,0,0,1,2,3
1913,bc1q3y56qww2kyfx4hvwmnxduq5f3zf68fg635zce3,3746,3746,0,2,1,1,3746.0,3746,3746,3746.0,3746,3746,31791617,0.0,0,0,0.0,0,0,4,3,3
1914,37jsNKivZL3iawMBZzgA7jf4KP281wj9d2,244588,244588,0,2,1,1,244588.0,244588,244588,244588.0,244588,244588,10675,0.0,0,0,0.0,0,0,2,21,3
1915,32dTy5aBMX5ggyVSAk1yHRv3FczbrPPX7X,35303023,35303023,0,2,1,1,35303023.0,35303023,35303023,35303023.0,35303023,35303023,1380,0.0,0,0,0.0,0,0,1,3,3
1916,3NrfLgfi9A1Q2hwWKK8rbKCfo5gWEtc4S1,2411160,2411160,0,2,1,1,2411160.0,2411160,2411160,2411160.0,2411160,2411160,45890,0.0,0,0,0.0,0,0,260,3,3
1917,36Ytd5MunEC6mtJZnE8Mo89TBN6L4h9RJF,34490787,34490787,0,2,1,1,34490787.0,34490787,34490787,34490787.0,34490787,34490787,159724,0.0,0,0,0.0,0,0,1,3,3
1918,bc1qdc8phvtsmc724z9nxvrdy03yxz6mevjacpm4r6,231546,231546,0,2,1,1,231546.0,231546,231546,231546.0,231546,231546,8647,0.0,0,0,0.0,0,0,1,3,3
1919,bc1q40w64mpm7wenzrc9e8vvjpxxpurcj6r0p7res0,59795,59795,0,2,1,1,59795.0,59795,59795,59795.0,59795,59795,2105,0.0,0,0,0.0,0,0,1,3,3
1920,1FAkuU4HtMGo84PP6S37midZgzHa6to1Mr,42519432,41464371,1055061,80,43,42,988824.0,37410,16853564,987246.9285714285,37410,16853564,38359726,913326.8095238095,150,7861382,704348.0487804879,0,4982571,2115,105,3
1921,bc1q5nyqxlqx8tpm3y2ac3r9xkrqycuxucl9rc3w6u,1160550,1160550,0,2,1,1,1160550.0,1160550,1160550,1160550.0,1160550,1160550,2492648,0.0,0,0,0.0,0,0,1,2,3
1922,1EthET1bFcgfMiXFygWSyUbk2uyo4Uj2ot,159150096,157689164,1460932,522,51,51,973958.1372549019,37000,7658322,949037.9019607843,37000,7658322,26726902,532919.58,2054,1363490,509184.1,0,1360172,1574,42,3
1923,bc1qsa8zh3rjpnwug560hlc2nve4zxm3z9eltrsfsl,16857984,16857984,0,139,55,56,236472.32727272727,28944,746959,232737.5357142857,27324,746959,12273880,222661.22222222222,4684,1218274,223161.45454545456,0,1166386,5329,1063,3
1924,bc1qf50x5peurd3mmfw3lpmzw7upj3l4jpkrdn8d53,99997676,0,99997676,1,1,1,99997676.0,99997676,99997676,0.0,0,0,0,0.0,0,0,0.0,0,0,1,0,3
1925,3MewZLko2Tm6Mxt8iLdJUvdjXrctrBsFpo,368000,368000,0,2,1,1,368000.0,368000,368000,368000.0,368000,368000,3980073,0.0,0,0,0.0,0,0,31,3,3
1926,bc1q258s88hxuua8fsdk6d9d6uh23ykeksq5wk0khj,508000,508000,0,2,1,1,508000.0,508000,508000,508000.0,508000,508000,816,0.0,0,0,0.0,0,0,1,17,3
1927,3BK21mDWUauwzKCmqiU7CdUqvi1LbsB977,4236101506923,4236101506923,0,494,64,67,11487763189.515625,1244611,160000000000,11548602297.477612,1244611,160000000000,29067002,442868.20634920633,573,2643029,430238.63636363635,0,5153676,97,235,3
1928,37xiVq6htGnQ3sPPsPEdMFvWCAhLTZwdLf,22136411034,22136411034,0,43299,71,20699,215455.8309859155,37162,2348200,108400.7480071501,3323,8289049,13243878,39609.114285714284,0,2216291,42.15349309111991,0,639358,127,37,3
1929,1LBZvGvbXxpKqstFENHBWH2nn8wsqx4i5X,640987750,640987750,0,777,51,54,1293911.568627451,82475,13977262,1225050.5185185184,547,13977262,13683677,272476.18,3059,1597209,258182.5849056604,0,1511971,1949,3129,3
1930,bc1qfqhe2xr3q4ka82zdp6uz7e4eclrf223slxy35a,342567963,342567963,0,455,68,68,2786919.6029411764,11839,21856097,2786919.6029411764,11839,21856097,12444903,185738.55223880598,220,5020946,185728.25373134328,0,5019746,21,1432,3
1931,bc1q3nctl0vary2ymj66rl0mmus6arj65c9pc7f4cfts3a0knzdp6nqq4gz88h,29974510,29974510,0,10,9,9,3330501.111111111,323641,5232853,3330501.111111111,323641,5232853,17587,1481.75,135,3665,1174.75,0,5733,20,1222,3
1932,bc1q89f07zgku2f2drfs8nlkhxsy6ympvpx0598r7u,44492006,27089679,17402327,23,24,18,1853833.5833333333,87900,6444226,1504982.1666666667,87900,2991557,42423394,1844495.391304348,0,20023637,568910.6470588235,0,9669505,21,6045,3
1933,bc1qemzlaaw7gvrtsz9xuaxgj40g8q0d3hgxdhxy0p,32382760,32382760,0,54,32,32,1011961.25,114502,4147010,1011961.25,114502,4147010,14181085,456997.4193548387,234,4725122,457440.6129032258,0,4923517,22,847,3
1934,bc1q7u5hvpaak2d5dydkjwhxe3fl6a0qfvxm77avwc,17894,17894,0,2,1,1,17894.0,17894,17894,17894.0,17894,17894,1408185,0.0,0,0,0.0,0,0,1,2,3
1935,13qertQQvs3WihZrdpKscY8DcJew7kpJmd,251381,251381,0,2,1,1,251381.0,251381,251381,251381.0,251381,251381,251,0.0,0,0,0.0,0,0,1,77,3
1936,3HmJvByDV6YZWymRUzRCi3W28r1BKo1Y5N,4602080,4602080,0,25,13,13,354006.1538461539,136727,688266,354006.1538461539,136727,688266,12073237,1005812.5833333334,11183,5072558,1005523.0,0,5045718,168,16,3
1937,bc1qegwptyhdvtlny09l4djp559n3ck8fqun8m075c,250003,250003,0,2,1,1,250003.0,250003,250003,250003.0,250003,250003,255017,0.0,0,0,0.0,0,0,72,3,3
1938,1NxDegdzFJChS3ZLDKgu2JMhw4FvBAboDk,27891349,27891349,0,2,1,1,27891349.0,27891349,27891349,27891349.0,27891349,27891349,36692,0.0,0,0,0.0,0,0,1,3,3
