,Address,Total_Rec,Total_Sent,Balance,N_TX,N_Rec,N_Sent,Avg_Rec,Min_Rec,Max_Rec,Avg_Sent,Min_Sent,Max_Sent,Time_Between_FirstLast,Avg_Delta_Rec,Min_Delta_Rec,Max_Delta_Rec,Avg_Delta_Sent,Min_Delta_Sent,Max_Delta_Sent,Unique_Rec,Unique_Sent,Month
7475,3PK68AsviEchNQZmUh81JzxTUVPDQr2mkY,1873150,1873150,0,2,1,1,1873150.0,1873150,1873150,1873150.0,1873150,1873150,23212950,0.0,0,0,0.0,0,0,2,3,8
7476,bc1qvsax4ld2eyaztf5v3t9w4nsz5gxhm5k5g7qlfm,33803000,33803000,0,34,17,17,1988411.7647058824,377000,4303000,1988411.7647058824,377000,4303000,9217288,567319.8125,29958,2350891,575168.4375,37853,2150585,110,40,8
7477,3Lnx2x7scsrxYLj9ywqw7GyB6REzyip2km,37434272,36666617,767655,1219,68,52,56854.33823529412,20059,78488,59585.38461538462,45370,78488,4973040,74224.4776119403,368,1362706,52793.686274509804,0,1092984,15159,802,8
7478,bc1qqnmhjazu0wuw5kl38nk8dyq20w9srpvqqvaqua,422251,422251,0,2,1,1,422251.0,422251,422251,422251.0,422251,422251,24331,0.0,0,0,0.0,0,0,3,197,8
7479,1JN6jQHYnyaXpkWEvHwe5sHU1T9YC8t8Kz,188450286,188450286,0,549,85,305,117102.44705882353,17225,139548,232408.30163934425,17225,501436,11422033,99737.80952380953,666,1230595,37312.25328947369,0,3105355,34,82,8
7480,12dDTPNyMACS3xA1Xu8sd4o9cPVbiS8TW9,207750267,207750267,0,201,52,53,2582558.4423076925,49009,11720279,2582567.2264150945,49009,11720279,14004009,270989.96078431373,2311,1355483,269307.8653846154,0,1339218,1317,4486,8
7481,bc1qmxf3nutgzck5kxmy3mtvnuqtphvq0p28rruw8e,3291777,3291777,0,7,6,6,548629.5,183429,740889,548629.5,183429,740889,263338,47636.6,6509,91408,5031.0,0,25155,5,111,8
7482,32YgRn9SkVq17jwekto3hAqWGX3LNPQ1QM,119889188,55245691,64643497,111,89,11,1170713.595505618,501182,7020000,4745407.545454546,1934608,8015511,46309111,523293.9431818182,83254,3632441,3866830.5,225772,8617045,84,18655,8
7483,32TNquUTnd3k1tw1j53rWUwYd4opKL4DQ1,695670,695670,0,2,1,1,695670.0,695670,695670,695670.0,695670,695670,30345,0.0,0,0,0.0,0,0,2,3,8
7484,3GDCT1iBr9dpvJAhEVvwbFaBsHHdFw6Asp,22970529,22970529,0,221,53,54,245961.320754717,14814,1441710,244017.11111111112,14814,1441710,8981006,110006.82692307692,146,790248,169452.94339622642,0,3968582,2641,1049,8
7485,bc1qc48ulxaculv42cpj0gq82hpa520cqvpk7f0cyd,3835934,3835934,0,2,1,1,3835934.0,3835934,3835934,3835934.0,3835934,3835934,608995,0.0,0,0,0.0,0,0,1,3,8
7486,17wEUX9ZSh9UoH36uFfQLnKepBZE33eB6A,195979073,195979073,0,715,52,53,173373.34615384616,8988,886924,173670.0754716981,8988,886924,3262284,60655.60784313725,135,458624,62736.230769230766,0,467627,2738,9938,8
7487,1DJFENDb8Pg4ydRtoHEru4Ymb2atyn1AoX,126000,126000,0,2,1,1,126000.0,126000,126000,126000.0,126000,126000,51390166,0.0,0,0,0.0,0,0,1,3,8
7488,3KPyDqHYJhPtqkrAorMYzFP18kQNFMLBfd,15631418,15631418,0,2,1,1,15631418.0,15631418,15631418,15631418.0,15631418,15631418,16360,0.0,0,0,0.0,0,0,2,3,8
7489,bc1qd6tp5hpqrjutngyqrderefk7t6e6yza06q3gra,315809,315809,0,2,1,1,315809.0,315809,315809,315809.0,315809,315809,240,0.0,0,0,0.0,0,0,4,3,8
7490,3QiNnyM44qnFHBTW7fcM7Uu9fpuWnaiA5S,140103,0,140103,2,2,1,70051.5,35038,105065,0.0,0,0,432,0.0,0,0,0.0,0,0,2,2,8
7491,bc1qwksrcagt3npj584a9xwdj4dkr6ang4qvd040ru,869380752,869380752,0,115,84,85,8427089.333333334,16545,79359028,8347960.494117647,16545,79359028,17726400,206188.26506024096,28,2409749,211028.57142857142,0,2382554,5,130,8
7492,bc1qwnqvzfnw9x2d9gggja45mz2zex5pcgk0xnps70,5481843566,5481821503,22063,732,100,102,9239892.54,17012,30783828,9385058.94117647,20717,30783828,7707875,77857.32323232324,96,1435625,76315.59405940594,0,1437228,3,96,8
7493,bc1qjh0wmaw7rsas204lwuls79zxc3xrlslntdrpwp,946261,946261,0,2,1,1,946261.0,946261,946261,946261.0,946261,946261,81421,0.0,0,0,0.0,0,0,6,6,8
7494,18zzuTbty2vv795fQBjyDyeo78PgDyZAE7,12504346,10997346,1507000,36,21,19,595445.0476190476,145000,1510000,578807.6842105263,145000,1510000,24064151,1203207.55,519398,3809967,1178690.6666666667,0,4064503,4300,76,8
7495,bc1qh7nmw7etqvy2y99pmnv8wegw9v4kxf2fsfx3pc,4557196,4557196,0,2,1,1,4557196.0,4557196,4557196,4557196.0,4557196,4557196,2638,0.0,0,0,0.0,0,0,1,3,8
7496,bc1qk6kezt9q02739clx04q3dr2u4gds7236396fwn,762719499,737401885,25317614,255,100,101,3577719.05,48657,11770933,3646578.782178218,48657,12066000,5530598,55864.62626262626,69,702598,55305.98,0,702598,274,160,8
7497,bc1qhr20dq82kpggkrgmahk5hg3h30jg00sxy5djhg,95410769,95410769,0,75,50,50,1908215.38,7780,10070648,1908215.38,7780,10070648,34664291,707358.0,331,10721521,700912.081632653,0,10700725,106,3100,8
7498,bc1qq3y7apffss4tdp97ydxeyclqmccfayhh8qw2ev,5826718,5826718,0,2,1,1,5826718.0,5826718,5826718,5826718.0,5826718,5826718,494,0.0,0,0,0.0,0,0,1,2,8
7499,bc1qn39parprlhe89yzr4cmuhfxa4euhmzx4zuvgxv,2556947,2556947,0,2,1,1,2556947.0,2556947,2556947,2556947.0,2556947,2556947,6402,0.0,0,0,0.0,0,0,1,3,8
7500,3BCcf9KuovoodfdWhG2RDCAMaRN9oVxiPn,54289652,53046843,1242809,394,22,80,349181.4090909091,12489,2444648,259531.8875,2419,2444648,16789667,776660.5238095238,1441,4429112,206185.08860759492,0,2695682,652,2311,8
7501,bc1qn0p2ke4uu0jzwgpfurwepu6kywvam5g630vj5f,408389,408389,0,2,1,1,408389.0,408389,408389,408389.0,408389,408389,491,0.0,0,0,0.0,0,0,1,2,8
7502,bc1q22mf4h6mw2hgg5puc4ftlzz9mgaymgz8k9ce60,46913,46913,0,2,1,1,46913.0,46913,46913,46913.0,46913,46913,86872,0.0,0,0,0.0,0,0,9,2,8
7503,3AxkqcyjLKLU8hzLhC8nt4npg8pAxqXtHc,49255636,49255636,0,2,1,1,49255636.0,49255636,49255636,49255636.0,49255636,49255636,1087,0.0,0,0,0.0,0,0,1,2,8
7504,1Q27myxoaeSwXQDoMTYBSRYuL49Mm8aPkG,41768628,41768628,0,153,50,50,536893.32,502403,584979,536893.32,502403,584979,33965368,693074.8979591837,499017,1380020,692724.0,408501,1380303,1,38491,8
7505,bc1q4rq3td397wxyp0ku3g7xx82u40v66jfk3k42qj,34082116,34082116,0,2,1,1,34082116.0,34082116,34082116,34082116.0,34082116,34082116,23303,0.0,0,0,0.0,0,0,1,3,8
7506,1LbLbdxzHwFbQkPA37VakE24fS5MYwS5Yf,14007666,14007666,0,162,64,66,44689.28125,608,281835,46682.0,608,281835,46846682,743574.5396825396,0,10081492,720718.1846153847,0,9581430,47,4244,8
7507,bc1qu4e33t5eqzxcdmlc8zf2zh34m6ktkz87gkv3sz,509360,509360,0,2,1,1,509360.0,509360,509360,509360.0,509360,509360,14,0.0,0,0,0.0,0,0,1,3,8
7508,3EfXFFQSNkkHFkjhdjZcLdU4kj4xuGqAPh,55772574,55772574,0,22,11,11,5070234.0,1214906,13410415,5070234.0,1214906,13410415,56872193,5686779.4,297659,16279766,5686524.1,239147,16123836,747,219,8
7509,1KMm19YPSVnUJqwPS1K146Ts3NSwEY3SRh,558068240,558068240,0,764,51,52,893443.6274509804,100560,9457421,907031.25,100560,9457421,13953632,276501.5,428,7568921,273600.6274509804,0,7545626,1816,11645,8
7510,bc1qvrfhx4gmzcymaknaduk7kp6vsfy5vrfledzu6f,137304,137304,0,2,1,1,137304.0,137304,137304,137304.0,137304,137304,974,0.0,0,0,0.0,0,0,1,1,8
7511,bc1q23nasjf08txst4xdhhyexu70luc08vdrw6mrfusjxc3dy8kjmcfqql5p5z,3106,3106,0,2,1,1,3106.0,3106,3106,3106.0,3106,3106,1,0.0,0,0,0.0,0,0,1,2,8
7512,bc1q5484ee3crnp4fc2s508xum53y4x2p6d3c6nfycgyan2c6lvzkteqst3htl,1092759,1092759,0,2,1,1,1092759.0,1092759,1092759,1092759.0,1092759,1092759,89676,0.0,0,0,0.0,0,0,2,3,8
7513,1811WvJnULbomyLH34UaUmnMfoHcGyMCtP,172249,160670,11579,5,3,2,57416.333333333336,11579,117313,80335.0,43357,117313,49713546,24856773.0,14932637,34780909,0.0,0,0,150,102,8
7514,bc1qu95zjlt2wen8mnucdff6wayfjp9a92wx5kdz55,1255107,1255107,0,2,1,1,1255107.0,1255107,1255107,1255107.0,1255107,1255107,13425,0.0,0,0,0.0,0,0,1,2,8
7515,33LWKf79GYi3pM7Vzczku9Gj2fHxUe67hQ,4055214605,4053706915,1507690,375,71,71,14885671.95774648,132000,542373737,14886629.816901408,132000,542373737,8288080,118401.14285714286,70,618971,118385.1,0,619197,112,616,8
7516,bc1q42vunyudgjcj8agc4h7venu9wlnkhdkuedcp5v,573784068,573768953,15115,926,100,100,361293.29,1977,666175,366266.64,1162,666175,26980221,272527.48484848486,1941,5758436,272527.48484848486,0,6196605,3,5810,8
7517,bc1q37z0txuvmjxxe56kz8xlhnt08fzf5tj9slwqmk,49847391,49847391,0,198,81,82,512437.2098765432,2207,2180000,508334.31707317074,2207,2180000,10808939,135099.45,16,677155,133443.6913580247,0,684479,387,693,8
7518,3EXndhaPSc7w5b1upzugs4fGJag2JrrpNb,92819,92819,0,2,1,1,92819.0,92819,92819,92819.0,92819,92819,3756,0.0,0,0,0.0,0,0,165,2,8
7519,bc1qngh6x2r72mp4nh88l083au728z7me0plytwfj7,268546377166270,268543953738261,2423428009,24330,57,56,23446862655.491226,442447597,29599884185,23822281258.30357,442447597,29599884185,357120,6377.142857142857,51,32162,6478.672727272728,0,33304,10,98,8
7520,bc1qmy06uat938dk42ezm9snyxyldc37slxd433qlk,2695981,2695981,0,2,1,1,2695981.0,2695981,2695981,2695981.0,2695981,2695981,94853,0.0,0,0,0.0,0,0,1,66,8
7521,bc1q82ngcjhjsz20lv3alyrxl5umvh5jqcyuq5u3g0,7536081,7536081,0,2,1,1,7536081.0,7536081,7536081,7536081.0,7536081,7536081,117,0.0,0,0,0.0,0,0,1,3,8
7522,bc1qqwvmjk4kzmux9vss70zw34y5f9yk0ypmycu6zl,3630464,3630464,0,2,1,1,3630464.0,3630464,3630464,3630464.0,3630464,3630464,7629,0.0,0,0,0.0,0,0,1,23,8
7523,bc1qpj0pmcd0vf43xm0whmw7p8wfklp4n5a75956cx,16491977,16421900,70077,57,30,29,549732.5666666667,3593,4723619,566272.4137931034,3593,4723619,36543397,1260117.1379310344,7052,14368331,1276347.392857143,0,13830683,65,53,8
7524,1BVwotYnEr61fpWRELcH95PhWrzxmZ7suU,382783,382783,0,2,1,1,382783.0,382783,382783,382783.0,382783,382783,38105,0.0,0,0,0.0,0,0,24,2,8
7525,bc1q7nez6x807mc5z38tlzlhldsstazzdgrn0e5s0u,733907,733907,0,2,1,1,733907.0,733907,733907,733907.0,733907,733907,60277,0.0,0,0,0.0,0,0,1,3,8
7526,16HMEaVSmWTxuxhUFYcyTRLdAS5yqZ2gB7,5796644,960593,4836051,10,10,2,579664.4,221519,1161963,480296.5,480093,480500,1967281,218586.77777777778,9363,1459745,0.0,0,0,1,291,8
7527,bc1qzntv8zgfh3apk3fw6tj4e0v3525dhpg76ky8uc,261000,261000,0,2,1,1,261000.0,261000,261000,261000.0,261000,261000,316,0.0,0,0,0.0,0,0,139,2,8
7528,bc1qngy3kcmqvggkzsr5ykehxpljgduuamg9wgxlce,9721340,8391377,1329963,8,6,5,1620223.3333333333,795000,2371713,1678275.4,795000,2371713,26995268,5399053.6,2459,15487808,6748202.25,8305,16452841,3,172,8
7529,12jEmJg35igDQh2GMaw7yQdLywxptHgEmu,4620459,4620459,0,26,13,13,355419.92307692306,34480,852778,355419.92307692306,34480,852778,13288993,1105881.75,638,9858963,1107337.0,3426,9868808,1861,201,8
7530,bc1qqv37puh6ylav3an0kt37x8g7ud49g0390ymz28,11132,11132,0,2,1,1,11132.0,11132,11132,11132.0,11132,11132,627,0.0,0,0,0.0,0,0,1,2,8
7531,bc1q24upuj2axwu5nu86f693z9s3jt3zy2uzq07u9rdwyx9grw3mjx4qtnmheu,68445,68445,0,2,1,1,68445.0,68445,68445,68445.0,68445,68445,7894967,0.0,0,0,0.0,0,0,1,247,8
7532,bc1q7gjyxl4rg4zs3nhc8hs7ltausaj92stgwkprwc,947190,947190,0,2,1,1,947190.0,947190,947190,947190.0,947190,947190,71,0.0,0,0,0.0,0,0,1,3,8
7533,bc1qs9l7rdtfypvwa858rk2sudujv44pdzye8hanhd,15333240,15333240,0,2,1,1,15333240.0,15333240,15333240,15333240.0,15333240,15333240,3519305,0.0,0,0,0.0,0,0,1,1,8
7534,12r5WAWeHExwVfqSjvVnvf4BVX5skWCuGg,2231526,2231526,0,34,19,19,117448.73684210527,32526,1051400,117448.73684210527,32526,1051400,1807367,100396.72222222222,222,1048198,100338.77777777778,226,1042390,13,471,8
7535,bc1q5q5dapcprrmxsejxzjw7078t5kwj5dgy9dqyj9,2055304,2055304,0,2,1,1,2055304.0,2055304,2055304,2055304.0,2055304,2055304,1008,0.0,0,0,0.0,0,0,1,3,8
7536,bc1qx26z8e0uhtyv77atquvyr3zpm5ef5p4q6835j8,655885,655885,0,4,2,2,327942.5,25058,630827,327942.5,25058,630827,23687,0.0,0,0,0.0,0,0,2,6,8
7537,bc1q8na4jtqvrc27gzpnaya392haxn435uet4ncp24,217751447,217751447,0,480,84,85,671698.3452380953,8891,7192627,679003.7176470588,8891,7192627,6955797,83792.95180722892,33,2085473,82807.10714285714,0,2085240,47,8682,8
7538,bc1q7ega2d0cmz0jk3ckws4f0ppj4e738pdm6ksxjq,6363639,6363639,0,29,15,15,424242.6,127927,1125733,424242.6,127927,1125733,18702000,1335738.0,16436,7111684,1335753.9285714286,0,7102922,1,750,8
7539,1BCQSEsC1HqFmrwnAnqg6phYzGpDNKnfex,350000,350000,0,2,1,1,350000.0,350000,350000,350000.0,350000,350000,1618,0.0,0,0,0.0,0,0,5,2,8
7540,bc1qvqlpptsqxunj4rph540w9r8pzn3uhuzen3klrt,107384517,107384517,0,2,1,1,107384517.0,107384517,107384517,107384517.0,107384517,107384517,533,0.0,0,0,0.0,0,0,1,3,8
7541,bc1qaucke54q50sdkau5u33pvz5y3py043karwyat0,20801033,20801033,0,27,15,15,1386735.5333333334,511015,2452797,1386735.5333333334,511015,2452797,3617202,116938.5,1201,758554,257828.35714285713,0,815343,23,41,8
7542,bc1q88c8jl3l7yz2m00sa043jtjlwawn5pg93ry4sq,13222,13222,0,2,1,1,13222.0,13222,13222,13222.0,13222,13222,251882,0.0,0,0,0.0,0,0,1,3,8
7543,1Pn67Umg6NVqXRBP1EDqcyzMT5wXGpX4ZG,46592240603,46590036585,2204018,24102,86,83,1628888.2906976745,1658,13908593,1678465.156626506,1658,13908593,157977,1858.5529411764705,8,18884,1823.0121951219512,0,26974,305,1990,8
7544,3FDQTo4AkZoumciEFtzeMEM1WFYQdWXVba,662861,662861,0,2,1,1,662861.0,662861,662861,662861.0,662861,662861,3926,0.0,0,0,0.0,0,0,85,2,8
7545,179ayNPg9vUqKP8HypwvAbMMHWLKJ5mu9C,261176803,261176803,0,644,51,51,890365.274509804,84300,5049882,890365.274509804,84300,5049882,9038386,179473.06,1920,1205008,180720.24,0,1252783,1292,1628,8
7546,bc1qmkq3cexr9kpfxutvucuzjdjs3r9gew003x94jq,532525,526014,6511,6,4,3,133131.25,6511,195958,175338.0,151603,195958,18773953,6257984.333333333,814661,13238783,3349622.0,1165049,5534195,3,4,8
7547,bc1qw436lzhrzpkulhdsv4uyvrh8r99mag52l92chh,27271409,27111499,159910,69,63,62,432879.50793650793,29750,4140000,437282.2419354839,29750,4140000,67052600,1081493.5483870967,107,9601382,1092148.2786885246,0,18346026,32,70,8
7548,bc1qs2aut4vz7yhztngx3p7czgf454x4slwu7dk0tp,8715988,8715988,0,2,1,1,8715988.0,8715988,8715988,8715988.0,8715988,8715988,815,0.0,0,0,0.0,0,0,1,6,8
7549,1MnBzaSaWAtTTyMracQfRdhf2qRspE45Z6,145100,145100,0,2,1,1,145100.0,145100,145100,145100.0,145100,145100,12632442,0.0,0,0,0.0,0,0,1,3,8
7550,bc1qj8jx5z5dd5y35ptw6qysxvyaqh260xv327naeg,240000,240000,0,2,1,1,240000.0,240000,240000,240000.0,240000,240000,112704,0.0,0,0,0.0,0,0,2,160,8
7551,3MF8mG4fBbhVgbibQkQKJfk5h1McQAdtRf,207455,207455,0,2,1,1,207455.0,207455,207455,207455.0,207455,207455,6167,0.0,0,0,0.0,0,0,10,10,8
7552,bc1qsn36032r88s7v9g8hzp6wcsu3maa4s8l0fqw8d,511373963217,510933983217,439980000,6842,71,74,27811540.57746479,160997,439980000,24563373.7972973,160997,197980000,2006210,28660.14285714286,39,179199,26054.08219178082,0,253917,214,127,8
7553,39ereJQFZHtKvuykT2n28yJrfz2mkfzrmJ,89697,87089,2608,41,41,37,2187.731707317073,542,43599,2353.7567567567567,542,43599,4768891,119222.275,49568,384552,129979.88888888889,0,649549,1,1,8
7554,3L6UHKJZnBL5NN5AaTy3sVXtPLTvaGG7Wk,53541013,53541013,0,2,1,1,53541013.0,53541013,53541013,53541013.0,53541013,53541013,104821,0.0,0,0,0.0,0,0,1,3,8
7555,bc1q9v6tkpyya7r680qnwrmxc3c548lmz62uen9yat,4250628,4227840,22788,13,12,11,354219.0,5027,1480000,384349.0909090909,5027,1480000,10821712,983792.0,4542,7795105,890203.8,0,5207965,22,128,8
7556,12nhTNyP6yru1Jef9df7wTCmZVWbp6kECr,13507,13507,0,2,1,1,13507.0,13507,13507,13507.0,13507,13507,166169,0.0,0,0,0.0,0,0,6,1,8
7557,bc1qg3cfup3lkekhswp35y3h5cz8r4aj500q8fqsqr6wm8sartaptyzqh90ql8,412663756148,412463823871,199932277,14619,108,105,31082530.287037037,69350,135702539,32819767.22857143,69350,203707886,292965,2737.9906542056074,0,30781,2816.971153846154,0,30781,2,84,8
7558,bc1ql08c0uxynygjtru59yy7pu3rlxy7awsrm7jxvp,61004223,61004223,0,2,1,1,61004223.0,61004223,61004223,61004223.0,61004223,61004223,18528,0.0,0,0,0.0,0,0,1,5,8
7559,bc1qm4r36vfxymclr3sfgn5hfj9eh9my8t5gd32qw9,4491223,4491223,0,2,1,1,4491223.0,4491223,4491223,4491223.0,4491223,4491223,2515,0.0,0,0,0.0,0,0,3,3,8
7560,3PZ3Bp3Wvck7kL7GadmWVXqEckxvTEpxc4,593106,593106,0,12,6,6,98851.0,16406,415900,98851.0,16406,415900,89617772,17923518.6,5219834,31482287,17923367.0,5207804,31484363,90,13,8
7561,12zNfoCH56WayCrtJKF5oeuNXxsfk7hriQ,37239122,37239122,0,2,1,1,37239122.0,37239122,37239122,37239122.0,37239122,37239122,33847,0.0,0,0,0.0,0,0,1,3,8
7562,1Amquqnftq4dH7PzhAqDDiaXLgnMXzZYJu,293343129,293343129,0,153,50,51,3699838.02,260834,28968500,3654417.862745098,260834,28968500,13256271,266954.36734693876,1599,2095827,265125.42,0,2091642,117,1223,8
7563,1HyUEkhqudbjjUzYRWE6Pk3Pu8sRg2F1Cc,37730178,37730178,0,49,28,28,1347506.357142857,42710,4227000,1347506.357142857,42710,4227000,20553428,744355.6296296297,583,2560014,758672.2222222222,0,3550493,4688,30,8
7564,bc1qurv60mwf2sqn7k6eeyhxxsh8vp5s3c3eyu5rnu,42955,42955,0,2,1,1,42955.0,42955,42955,42955.0,42955,42955,1756,0.0,0,0,0.0,0,0,3,2,8
7565,bc1q9xmn0c9r0jgv8epy5hzxzfnj9gjxgttek22eyk,355452,355452,0,2,1,1,355452.0,355452,355452,355452.0,355452,355452,22940,0.0,0,0,0.0,0,0,2,176,8
7566,bc1qlup3aa4y3fe072w34pawyr7wcl7ty0u95z52an,34744754,34744754,0,141,50,51,565260.0,52000,1139000,559137.2549019608,52000,1139000,26672959,524943.081632653,1789,1716501,533459.18,0,1717646,602,1180,8
7567,1FWQiwK27EnGXb6BiBMRLJvunJQZZPMcGd,9361225414935,9312588646721,48636768214,42889,100,66,45418765.18,50000,89046647,68089767.71212122,52275534,200050000,56937,575.1212121212121,0,4016,875.9538461538461,0,4501,32,54,8
7568,1AhPo9AAhS3cQLMHioxSnZPYPjX5WKhDgv,298800,298800,0,2,1,1,298800.0,298800,298800,298800.0,298800,298800,10659,0.0,0,0,0.0,0,0,7,7,8
7569,bc1q0ntezlcs2s0qw4pcaf4ltjfcj7rpfydw9qpl0n,1371845,1371845,0,2,1,1,1371845.0,1371845,1371845,1371845.0,1371845,1371845,2543866,0.0,0,0,0.0,0,0,43,3,8
7570,bc1qxqn655nnsytmc4y9sr6jpv2ae438ejt3wf8thk,1398728374,1398728374,0,128,99,103,12849924.292929294,20936,88687856,12566828.291262137,20936,88687856,2099734,21389.244897959183,8,149030,20268.480392156864,0,176928,63,11,8
7571,39hyK6TGjpUbyedpdbSm3MugeZaqXE994y,198940,198940,0,4,2,2,99470.0,99220,99720,99470.0,99220,99720,165195,0.0,0,0,0.0,0,0,11,7,8
7572,1JuHhJVrE2UtZ4DgMV6jGUVAsucCZmrQS6,1149470,1149470,0,2,1,1,1149470.0,1149470,1149470,1149470.0,1149470,1149470,74377,0.0,0,0,0.0,0,0,1,4,8
7573,348ZvrtEc6fxZjSmv8QEf3XMJTv2cqtPBZ,114662779,114662779,0,356,58,61,652139.6379310344,65491,1959157,651218.9672131147,65491,1959157,3045101,51173.17543859649,809,304320,50751.683333333334,0,284099,3413,2039,8
7574,bc1qd665zsamx4qxju3n9y5n605cd8w86wdsxtkpv4,36257658,36257658,0,134,67,72,256466.41791044775,9517,1588587,248646.34722222222,9517,1588587,5151486,78019.42424242424,385,1673359,72473.74647887323,0,1715371,89,6932,8
7575,377nvgxhBcYXXGvwETg9gqoAnjFoqmQxYc,46960,46960,0,2,1,1,46960.0,46960,46960,46960.0,46960,46960,431,0.0,0,0,0.0,0,0,1,3,8
7576,1FKoRmv2ULepKsvj2CkKRBj6sgPqaX7fEx,58564455,58564455,0,44,22,22,2662020.6818181816,1534998,4845486,2662020.6818181816,1534998,4845486,48406609,2303617.904761905,241718,22555935,2304078.0,179999,22647017,1015,27,8
7577,bc1qg6xgchne9e6573mhr8mguzk5mpuq6fk78crfza,168596669,168595767,902,79,68,67,2479362.779411765,902,13022942,2516354.731343284,3860,13022942,19869751,296560.29850746266,33,7387810,301039.04545454547,0,8719048,51,46,8
7578,3CmWjwvkfAhGih4ixJ7revNwBtArQs1wWe,602600,602600,0,2,1,1,602600.0,602600,602600,602600.0,602600,602600,2946229,0.0,0,0,0.0,0,0,24,60,8
7579,bc1qe74aexna9evp3yac24vhd4nc79mhvrsmlh36ac,455,0,455,1,1,1,455.0,455,455,0.0,0,0,0,0.0,0,0,0.0,0,0,2,1,8
7580,bc1qcdl5k65e7m6tu30ml9mrknzzk88962fk8g52ye,1640442,1640442,0,2,1,1,1640442.0,1640442,1640442,1640442.0,1640442,1640442,22323,0.0,0,0,0.0,0,0,2,4,8
7581,bc1q37k0f8tem44tmr6567r9cl932h625253wqvuh2,382820,382820,0,2,1,1,382820.0,382820,382820,382820.0,382820,382820,63403,0.0,0,0,0.0,0,0,10,4,8
7582,1BhNLy9DFq1JzzCujtws62d56ZFP8yeaSR,3397475,3354825,42650,3,3,2,1132491.6666666667,42650,2939000,1677412.5,415825,2939000,18931,9465.5,1901,17030,0.0,0,0,1,2,8
7583,3JdRb4t28UFkBPGJGwUaywErfZCJF8sBGq,242295,242295,0,2,1,1,242295.0,242295,242295,242295.0,242295,242295,101866,0.0,0,0,0.0,0,0,2,5,8
7584,18PtxKdLNhKQrKgGBZDvBLZJSbva8FjTB6,51626120,51509015,117105,135,78,80,360734.858974359,9993,1087400,354197.575,9993,1087400,69441720,901840.5194805195,0,3252720,875729.6708860759,0,3258433,48,453,8
7585,bc1qvnlude378jfzzafag2w4mttjt55q2k3a6ymyc6qqsxmqczkfnauqdssudl,93858,93858,0,2,1,1,93858.0,93858,93858,93858.0,93858,93858,17,0.0,0,0,0.0,0,0,1,2,8
7586,1JSzoLxjYq9oaWUyri1WHexCYwhJK3JBRz,218220,218220,0,2,1,1,218220.0,218220,218220,218220.0,218220,218220,4405,0.0,0,0,0.0,0,0,5,1,8
7587,3BqnoKDSbiEPxrr3DYxq46srpMw5aMdV5F,599471,0,599471,1,1,1,599471.0,599471,599471,0.0,0,0,0,0.0,0,0,0.0,0,0,1,2,8
7588,bc1qetu7wmjnjngqey5l45cxrjnpk57j3g4u6uv2lk,1419454,1419454,0,2,1,1,1419454.0,1419454,1419454,1419454.0,1419454,1419454,4340,0.0,0,0,0.0,0,0,1,3,8
7589,bc1qr3ly5r0x948xdq6hyvfgy2stu46k7tkkrv6akv,21758854,20332002,1426852,40,26,25,836879.0,3178,5890100,813280.08,3178,5890100,45068869,1802754.76,361,17740722,1135284.125,0,10420778,26,1922,8
7590,1E9suWfBtG7VD8GfkouHLBkmsWm5MpL6F1,13109132936,13109132936,0,660,61,97,10453308.655737706,2486556,76959584,10993061.793814434,2486556,76959584,1983422,9839.2,0,66257,19998.520833333332,0,459907,102,1201,8
7591,3K4VARA2BupxWdHHohfpU7k4hKb6LEqCWY,5905,5905,0,2,1,1,5905.0,5905,5905,5905.0,5905,5905,29094,0.0,0,0,0.0,0,0,4,2,8
7592,1HP5yPQYi4brvxzVsrjDe4AxqXeJjkgBpU,258532643,258532643,0,655,50,51,1330993.22,18318,11271558,1338952.9607843137,18318,11271558,12017133,244069.18367346938,816,973963,240342.66,0,971132,3010,3815,8
7593,3BwAD4Xij8jc6t8H2fz9epfwWN3fidxJRL,1691817,1691817,0,34,17,17,99518.64705882352,27454,216439,99518.64705882352,27454,216439,43361245,2703437.75,178284,5595834,2693931.25,1213371,5696999,5360,43,8
7594,bc1qylsmf68dzpxllg9rcw2gp3rx466gu2n2rkx63z,34862771,34862771,0,4,2,2,17431385.5,13091554,21771217,17431385.5,13091554,21771217,17845275,0.0,0,0,0.0,0,0,1,3,8
7595,bc1qwhfytrvl3wzwpfcr06jejggtvuesq9vw9uqsmg,20437016,20437016,0,2,1,1,20437016.0,20437016,20437016,20437016.0,20437016,20437016,20,0.0,0,0,0.0,0,0,1,1,8
7596,bc1qcp4rwem28m99d5crca4cdd4du9a2kgday39dyw,454241984,452759734,1482250,145,98,97,3605023.3775510206,2721,38144931,3631216.855670103,5347,38144931,13242129,136516.79381443298,135,2133694,136741.66666666666,0,2213758,37,126,8
7597,3LbN6TK9av5DvoHQv2YRc3FJRPVC9KiC2j,3673703,3673703,0,2,1,1,3673703.0,3673703,3673703,3673703.0,3673703,3673703,217711,0.0,0,0,0.0,0,0,39,2,8
7598,bc1qvz93yrqveaufv9hqfxdhq8pzn772mglwhmdhjr,6352222,6352222,0,2,1,1,6352222.0,6352222,6352222,6352222.0,6352222,6352222,36856,0.0,0,0,0.0,0,0,17,89,8
